k, u, y, y_hat
911, 2.000000, 2.983349, 2.982035
912, 2.000000, 2.974799, 2.982656
913, 2.000000, 2.966906, 2.978945
914, 2.000000, 2.997490, 2.976987
915, 2.000000, 2.960658, 2.975953
916, 2.000000, 2.984335, 2.975408
917, 2.000000, 2.965262, 2.971393
918, 2.000000, 2.969208, 2.970361
919, 2.000000, 3.004396, 2.969817
920, 2.000000, 2.988282, 2.976674
921, 2.000000, 2.961645, 2.973148
922, 2.000000, 2.970524, 2.971908
923, 2.000000, 2.968222, 2.971254
924, 2.000000, 2.986966, 2.970909
925, 2.000000, 2.952766, 2.969640
926, 2.000000, 3.003738, 2.970057
927, 2.000000, 3.022483, 2.978043
928, 2.000000, 2.997818, 2.987383
929, 2.000000, 2.927115, 2.992311
930, 2.000000, 3.006698, 2.997708
931, 2.000000, 2.981047, 2.997760
932, 2.000000, 2.992228, 2.995147
933, 2.000000, 2.987953, 2.991750
934, 2.000000, 2.960987, 2.989956
935, 2.000000, 2.998805, 2.989010
936, 2.000000, 2.933692, 2.988511
937, 2.000000, 3.003409, 2.988247
938, 2.000000, 3.004396, 2.993233
939, 2.000000, 2.987953, 2.995865
940, 2.000000, 2.970195, 2.992128
941, 2.000000, 2.999463, 2.995592
942, 2.000000, 2.950792, 2.991984
943, 2.000000, 2.980389, 2.986508
944, 2.000000, 3.009657, 2.983618
945, 2.000000, 3.030046, 2.991101
946, 2.000000, 2.968551, 2.986042
947, 2.000000, 3.023140, 2.997195
948, 2.000000, 2.998805, 3.003081
949, 2.000000, 2.938954, 3.001061
950, 2.000000, 2.993543, 2.997511
951, 2.000000, 2.931719, 2.995637
952, 2.000000, 3.022154, 2.994648
953, 2.000000, 3.011959, 2.994126
954, 2.000000, 2.955396, 2.993851
955, 2.000000, 2.946517, 2.975690
956, 2.000000, 3.013603, 2.992819
957, 2.000000, 2.989597, 2.991297
958, 2.000000, 3.020838, 2.990494
959, 2.000000, 3.009986, 2.999700
960, 2.000000, 3.011630, 3.005334
961, 2.000000, 2.981047, 3.007531
962, 2.000000, 3.024127, 3.009467
963, 2.000000, 3.033335, 3.010489
964, 2.000000, 3.021496, 3.015687
965, 2.000000, 3.036294, 3.019673
966, 2.000000, 3.034321, 3.026125
967, 2.000000, 3.029388, 3.029530
968, 2.000000, 3.000449, 3.029463
969, 2.000000, 3.013932, 3.029428
970, 2.000000, 3.016563, 3.023352
971, 2.000000, 3.044516, 3.020146
972, 2.000000, 3.028731, 3.018454
973, 2.000000, 2.984664, 3.017561
974, 2.000000, 2.982362, 3.017090
975, 2.000000, 3.028073, 3.022277
976, 2.000000, 3.024127, 3.023151
977, 2.000000, 3.043529, 3.023612
978, 2.000000, 3.048133, 3.025719
979, 2.000000, 3.043200, 3.033975
980, 2.000000, 3.049449, 3.038487
981, 2.000000, 3.057999, 3.043043
982, 2.000000, 3.053395, 3.046068
983, 2.000000, 3.050106, 3.047975
984, 2.000000, 3.051750, 3.049758
985, 2.000000, 3.026429, 3.050699
986, 2.000000, 3.046489, 3.050419
987, 2.000000, 3.036952, 3.048563
988, 2.000000, 3.073784, 3.047583
989, 2.000000, 3.061616, 3.047066
990, 2.000000, 2.986966, 3.046794
991, 2.000000, 3.076415, 3.053794
992, 2.000000, 3.093515, 3.063235
993, 2.000000, 3.057670, 3.062470
994, 2.000000, 2.607469, 3.060203
995, 2.000000, 2.913303, 3.059007
996, 2.000000, 3.000120, 3.031196
997, 2.000000, 2.980389, 3.007201
998, 2.000000, 3.142514, 2.994539
999, 2.000000, 3.052737, 2.997175
1000, 2.000000, 3.038596, 3.016737
1001, 2.000000, 3.052079, 3.033428
1002, 2.000000, 3.066220, 3.042547
1003, 2.000000, 3.059643, 3.047360
1004, 2.000000, 3.072139, 3.053161
1005, 2.000000, 3.081018, 3.059328
1006, 2.000000, 3.043200, 3.062583
1007, 2.000000, 3.062603, 3.062592
1008, 2.000000, 3.077072, 3.067101
1009, 2.000000, 3.062932, 3.065132
1010, 2.000000, 3.049777, 3.063937
1011, 2.000000, 3.071482, 3.063462
1012, 2.000000, 3.072468, 3.067250
1013, 2.000000, 3.057999, 3.065210
1014, 2.000000, 2.885679, 3.061804
1015, 2.000000, 3.039583, 3.060007
1016, 2.000000, 3.013603, 3.050361
1017, 2.000000, 2.977758, 3.033001
1018, 2.000000, 3.136595, 3.023840
1019, 2.000000, 3.105025, 3.031275
1020, 2.000000, 3.100421, 3.063931
1021, 2.000000, 2.607469, 3.081164
1022, 2.000000, 3.281290, 3.092433
1023, 2.000000, 3.123441, 3.098380
1024, 2.000000, 3.099105, 3.099344
1025, 2.000000, 3.116535, 3.107463
1026, 2.000000, 3.111931, 3.111747
1027, 2.000000, 3.027744, 3.111834
1028, 2.000000, 3.044845, 3.105822
1029, 2.000000, 3.075757, 3.091623
1030, 2.000000, 3.058656, 3.076054
1031, 2.000000, 3.068522, 3.067837
1032, 2.000000, 3.077072, 3.068161
1033, 2.000000, 3.071811, 3.069884
1034, 2.000000, 3.081347, 3.070794
1035, 2.000000, 3.092528, 3.073759
1036, 2.000000, 3.088582, 3.077343
1037, 2.000000, 3.083320, 3.080166
1038, 2.000000, 3.084636, 3.082277
1039, 2.000000, 3.105682, 3.085255
1040, 2.000000, 3.073784, 3.084962
1041, 2.000000, 3.097132, 3.084808
1042, 2.000000, 3.102723, 3.090629
1043, 2.000000, 3.079045, 3.093700
1044, 2.000000, 3.074770, 3.086779
1045, 2.000000, 3.091542, 3.089028
1046, 2.000000, 3.085951, 3.087575
1047, 2.000000, 3.099763, 3.086808
1048, 2.000000, 3.078059, 3.086403
1049, 2.000000, 3.078388, 3.086190
1050, 2.000000, 3.072797, 3.082505
1051, 2.000000, 3.032348, 3.080405
1052, 2.000000, 3.086280, 3.079297
1053, 2.000000, 3.022483, 3.076227
1054, 2.000000, 3.050106, 3.063891
1055, 2.000000, 3.086609, 3.057381
1056, 2.000000, 3.063589, 3.060313
1057, 2.000000, 3.086938, 3.061860
1058, 2.000000, 3.044845, 3.062677
1059, 2.000000, 3.085951, 3.073669
1060, 2.000000, 3.092528, 3.079469
1061, 2.000000, 3.090555, 3.082997
1062, 2.000000, 3.074441, 3.084392
1063, 2.000000, 3.075757, 3.085128
1064, 2.000000, 3.041885, 3.080702
1065, 2.000000, 3.086938, 3.078367
1066, 2.000000, 3.063918, 3.076513
1067, 2.000000, 3.071482, 3.074137
1068, 2.000000, 3.088253, 3.072883
1069, 2.000000, 3.082334, 3.077346
1070, 2.000000, 3.099105, 3.079702
1071, 2.000000, 3.096146, 3.083740
1072, 2.000000, 3.070166, 3.085872
1073, 2.000000, 3.109629, 3.090724
1074, 2.000000, 3.101736, 3.094682
1075, 2.000000, 3.054381, 3.095373
1076, 2.000000, 3.080361, 3.088283
1077, 2.000000, 3.083978, 3.086250
1078, 2.000000, 3.067207, 3.083469
1079, 2.000000, 3.036294, 3.075788
1080, 2.000000, 3.045502, 3.071735
1081, 2.000000, 3.097461, 3.069597
1082, 2.000000, 3.052737, 3.061634
1083, 2.000000, 3.052737, 3.057432
1084, 2.000000, 3.077072, 3.055215
1085, 2.000000, 3.031362, 3.054045
1086, 2.000000, 3.042871, 3.053427
1087, 2.000000, 3.092199, 3.053101
1088, 2.000000, 3.103052, 3.064422
1089, 2.000000, 3.094501, 3.077541
1090, 2.000000, 3.093186, 3.084930
1091, 2.000000, 3.102394, 3.089450
1092, 2.000000, 3.059643, 3.091836
1093, 2.000000, 3.076415, 3.092473
1094, 2.000000, 3.070824, 3.084889
1095, 2.000000, 3.062603, 3.078247
1096, 2.000000, 3.048462, 3.070858
1097, 2.000000, 3.064905, 3.068047
1098, 2.000000, 3.092199, 3.066563
1099, 2.000000, 3.072797, 3.065780
1100, 2.000000, 3.075099, 3.069094
1101, 2.000000, 3.060958, 3.070843
1102, 2.000000, 3.041227, 3.071766
1103, 2.000000, 3.100421, 3.072253
1104, 2.000000, 3.067864, 3.070180
1105, 2.000000, 3.057012, 3.065825
1106, 2.000000, 3.045831, 3.061663
1107, 2.000000, 3.085622, 3.064592
1108, 2.000000, 3.101407, 3.066137
1109, 2.000000, 3.103381, 3.075340
1110, 2.000000, 3.056683, 3.080196
1111, 2.000000, 3.069509, 3.082759
1112, 2.000000, 3.104696, 3.091566
1113, 2.000000, 3.101736, 3.096369
1114, 2.000000, 3.105682, 3.098904
1115, 2.000000, 3.051093, 3.100242
1116, 2.000000, 3.103381, 3.101724
1117, 2.000000, 3.052079, 3.101730
1118, 2.000000, 3.021167, 3.078281
1119, 2.000000, 3.097132, 3.065907
1120, 2.000000, 3.079703, 3.072422
1121, 2.000000, 3.081676, 3.075861
1122, 2.000000, 3.109958, 3.078607
1123, 2.000000, 3.073784, 3.080057
1124, 2.000000, 3.072139, 3.079890
1125, 2.000000, 3.073455, 3.077006
1126, 2.000000, 3.079374, 3.075484
1127, 2.000000, 3.114233, 3.074681
1128, 2.000000, 3.100750, 3.076898
1129, 2.000000, 3.074113, 3.078067
1130, 2.000000, 3.105354, 3.088780
1131, 2.000000, 3.037610, 3.094433
1132, 2.000000, 3.064576, 3.084836
1133, 2.000000, 3.100421, 3.079772
1134, 2.000000, 3.104038, 3.089524
1135, 2.000000, 3.046160, 3.077741
1136, 2.000000, 3.101079, 3.088452
1137, 2.000000, 3.083649, 3.094105
1138, 2.000000, 3.087596, 3.091031
1139, 2.000000, 3.117192, 3.089408
1140, 2.000000, 3.092199, 3.090727
1141, 2.000000, 3.116535, 3.091422
1142, 2.000000, 3.122454, 3.103282
1143, 2.000000, 3.066878, 3.109541
1144, 2.000000, 3.065233, 3.101351
1145, 2.000000, 3.114233, 3.107435
1146, 2.000000, 3.057012, 3.088281
1147, 2.000000, 3.124427, 3.078173
1148, 2.000000, 3.120152, 3.095203
1149, 2.000000, 3.093844, 3.104190
1150, 2.000000, 3.097461, 3.101012
1151, 2.000000, 3.052737, 3.099335
1152, 2.000000, 3.062932, 3.096742
1153, 2.000000, 3.096146, 3.095373
1154, 2.000000, 3.089569, 3.092632
1155, 2.000000, 3.108642, 3.091185
1156, 2.000000, 3.036952, 3.090422
1157, 2.000000, 3.056354, 3.090019
1158, 2.000000, 3.079045, 3.084836
1159, 2.000000, 3.064576, 3.075268
1160, 2.000000, 3.104038, 3.070218
1161, 2.000000, 3.110286, 3.074387
1162, 2.000000, 3.092528, 3.082955
1163, 2.000000, 3.122454, 3.092912
1164, 2.000000, 3.089240, 3.098167
1165, 2.000000, 3.085622, 3.095504
1166, 2.000000, 3.108313, 3.094099
1167, 2.000000, 3.097461, 3.095687
1168, 2.000000, 3.044187, 3.092642
1169, 2.000000, 3.106998, 3.094918
1170, 2.000000, 3.113575, 3.100623
1171, 2.000000, 3.093186, 3.099130
1172, 2.000000, 3.097461, 3.098342
1173, 2.000000, 3.038596, 3.097926
1174, 2.000000, 3.091871, 3.095687
1175, 2.000000, 3.111273, 3.094506
1176, 2.000000, 3.066549, 3.093261
1177, 2.000000, 3.125085, 3.092605
1178, 2.000000, 3.023798, 3.092258
1179, 2.000000, 3.076415, 3.084775
1180, 2.000000, 3.110615, 3.080827
1181, 2.000000, 3.061945, 3.078743
1182, 2.000000, 3.079045, 3.077643
1183, 2.000000, 3.091542, 3.078305
1184, 2.000000, 3.080361, 3.079276
1185, 2.000000, 3.101079, 3.079788
1186, 2.000000, 3.033006, 3.080059
1187, 2.000000, 3.065233, 3.080201
1188, 2.000000, 3.034321, 3.073132
1189, 2.000000, 3.086280, 3.069402
1190, 2.000000, 3.125743, 3.067433
1191, 2.000000, 3.065562, 3.066550
1192, 2.000000, 3.061945, 3.066083
1193, 2.000000, 3.082334, 3.073758
1194, 2.000000, 3.057012, 3.069887
1195, 2.000000, 3.081676, 3.067845
1196, 2.000000, 3.008342, 3.065058
1197, 2.000000, 3.117850, 3.072907
1198, 2.000000, 3.086609, 3.077048
1199, 2.000000, 3.044845, 3.079234
1200, 2.000000, 3.128045, 3.082717
1201, 8.000000, 3.080032, 3.084555
1202, 8.000000, 3.104696, 3.085525
1203, 8.000000, 3.113575, 3.094579
1204, 8.000000, 3.132977, 3.103550
1205, 8.000000, 3.145145, 3.108285
1206, 8.000000, 3.163890, 3.119946
1207, 8.000000, 3.096803, 3.126101
1208, 8.000000, 3.073455, 3.129348
1209, 8.000000, 3.085622, 3.113978
1210, 8.000000, 3.097461, 3.105867
1211, 8.000000, 3.058656, 3.096306
1212, 8.000000, 3.082663, 3.089863
1213, 8.000000, 3.140870, 3.087860
1214, 8.000000, 3.099105, 3.092394
1215, 8.000000, 3.126071, 3.095564
1216, 8.000000, 3.103709, 3.099411
1217, 8.000000, 3.062274, 3.101441
1218, 8.000000, 2.988282, 3.100338
1219, 8.000000, 3.053724, 3.082361
1220, 8.000000, 3.106998, 3.072874
1221, 8.000000, 3.136595, 3.067868
1222, 8.000000, 3.082334, 3.074700
1223, 8.000000, 3.114233, 3.089953
1224, 8.000000, 3.031362, 3.098003
1225, 8.000000, 3.093515, 3.095883
1226, 8.000000, 3.033335, 3.089484
1227, 8.000000, 3.067207, 3.078963
1228, 8.000000, 3.098119, 3.073411
1229, 8.000000, 3.053395, 3.070481
1230, 8.000000, 3.034650, 3.062411
1231, 8.000000, 3.020509, 3.058153
1232, 8.000000, 3.025771, 3.047053
1233, 8.000000, 3.053724, 3.041195
1234, 8.000000, 3.010644, 3.033911
1235, 8.000000, 3.010644, 3.027582
1236, 8.000000, 3.014261, 3.021291
1237, 8.000000, 3.054710, 3.017971
1238, 8.000000, 3.052408, 3.016219
1239, 8.000000, 3.033006, 3.024147
1240, 8.000000, 3.048133, 3.035475
1241, 8.000000, 3.002422, 3.041453
1242, 8.000000, 2.990255, 3.037464
1243, 8.000000, 2.995845, 3.020915
1244, 8.000000, 3.008671, 3.012181
1245, 8.000000, 3.001765, 3.007262
1246, 8.000000, 2.985980, 3.001870
1247, 8.000000, 2.984993, 2.999025
1248, 8.000000, 2.977430, 2.992864
1249, 8.000000, 2.970195, 2.989147
1250, 8.000000, 2.963618, 2.983613
1251, 8.000000, 2.951121, 2.977276
1252, 8.000000, 2.937967, 2.970825
1253, 8.000000, 2.948162, 2.961520
1254, 8.000000, 2.945531, 2.955211
1255, 8.000000, 2.938954, 2.950639
1256, 8.000000, 2.931719, 2.945120
1257, 8.000000, 2.918894, 2.942208
1258, 8.000000, 2.916263, 2.937254
1259, 8.000000, 2.896203, 2.928583
1260, 8.000000, 2.881733, 2.922764
1261, 8.000000, 2.897189, 2.910686
1262, 8.000000, 2.889955, 2.903846
1263, 8.000000, 2.881733, 2.897285
1264, 8.000000, 2.882720, 2.890406
1265, 8.000000, 2.874170, 2.886776
1266, 8.000000, 2.878773, 2.884394
1267, 8.000000, 2.861673, 2.881740
1268, 8.000000, 2.857398, 2.878165
1269, 8.000000, 2.861673, 2.870376
1270, 8.000000, 2.843915, 2.866266
1271, 8.000000, 2.848848, 2.862078
1272, 8.000000, 2.843586, 2.855830
1273, 8.000000, 2.831419, 2.850203
1274, 8.000000, 2.827801, 2.847078
1275, 8.000000, 2.819580, 2.839682
1276, 8.000000, 2.814318, 2.834071
1277, 8.000000, 2.811359, 2.827227
1278, 8.000000, 2.812016, 2.821131
1279, 8.000000, 2.806755, 2.816826
1280, 8.000000, 2.796231, 2.814244
1281, 8.000000, 2.803466, 2.810707
1282, 8.000000, 2.787352, 2.807287
1283, 8.000000, 2.795245, 2.802066
1284, 8.000000, 2.781762, 2.798844
1285, 8.000000, 2.777487, 2.793417
1286, 8.000000, 2.773869, 2.787912
1287, 8.000000, 2.766634, 2.782989
1288, 8.000000, 2.758413, 2.778682
1289, 8.000000, 2.753480, 2.772992
1290, 8.000000, 2.755125, 2.766107
1291, 8.000000, 2.747232, 2.760920
1292, 8.000000, 2.737366, 2.757406
1293, 8.000000, 2.721253, 2.752601
1294, 8.000000, 2.711716, 2.745406
1295, 8.000000, 2.718293, 2.733999
1296, 8.000000, 2.692971, 2.726581
1297, 8.000000, 2.694287, 2.719561
1298, 8.000000, 2.697575, 2.709178
1299, 8.000000, 2.707112, 2.703698
1300, 8.000000, 2.700864, 2.700806
1301, 8.000000, 2.699548, 2.700212
1302, 8.000000, 2.702179, 2.700520
1303, 8.000000, 2.698891, 2.700682
1304, 8.000000, 2.709414, 2.700768
1305, 8.000000, 2.703166, 2.701434
1306, 8.000000, 2.693629, 2.701786
1307, 8.000000, 2.674884, 2.700419
1308, 8.000000, 2.696589, 2.698610
1309, 8.000000, 2.689025, 2.696257
1310, 8.000000, 2.693629, 2.695016
1311, 8.000000, 2.682119, 2.692187
1312, 8.000000, 2.650220, 2.690693
1313, 8.000000, 2.655811, 2.686644
1314, 8.000000, 2.641999, 2.672082
1315, 8.000000, 2.653838, 2.663466
1316, 8.000000, 2.642985, 2.657210
1317, 8.000000, 2.656468, 2.655617
1318, 8.000000, 2.644301, 2.650273
1319, 8.000000, 2.644630, 2.647608
1320, 8.000000, 2.639039, 2.646046
1321, 8.000000, 2.640355, 2.645222
1322, 8.000000, 2.640355, 2.642923
1323, 8.000000, 2.638382, 2.641710
1324, 8.000000, 2.643314, 2.641070
1325, 8.000000, 2.637395, 2.640732
1326, 8.000000, 2.640684, 2.640554
1327, 8.000000, 2.633778, 2.639528
1328, 8.000000, 2.629831, 2.638521
1329, 8.000000, 2.628187, 2.636281
1330, 8.000000, 2.628845, 2.633235
1331, 8.000000, 2.604510, 2.631161
1332, 8.000000, 2.602865, 2.629757
1333, 8.000000, 2.615033, 2.622803
1334, 8.000000, 2.601879, 2.614163
1335, 8.000000, 2.620952, 2.609604
1336, 8.000000, 2.604838, 2.607353
1337, 8.000000, 2.597275, 2.606166
1338, 8.000000, 2.610100, 2.605539
1339, 8.000000, 2.590369, 2.605208
1340, 8.000000, 2.591027, 2.601461
1341, 8.000000, 2.578201, 2.596533
1342, 8.000000, 2.596288, 2.593933
1343, 8.000000, 2.581819, 2.592250
1344, 8.000000, 2.603852, 2.591672
1345, 8.000000, 2.578201, 2.587019
1346, 8.000000, 2.594315, 2.590465
1347, 8.000000, 2.579517, 2.586381
1348, 8.000000, 2.574584, 2.583139
1349, 8.000000, 2.577215, 2.580807
1350, 8.000000, 2.575571, 2.579111
1351, 8.000000, 2.590698, 2.578215
1352, 8.000000, 2.576557, 2.577432
1353, 8.000000, 2.555182, 2.577019
1354, 8.000000, 2.565376, 2.576335
1355, 8.000000, 2.567349, 2.572091
1356, 8.000000, 2.565376, 2.568920
1357, 8.000000, 2.567678, 2.567246
1358, 8.000000, 2.558470, 2.566363
1359, 8.000000, 2.558470, 2.565897
1360, 8.000000, 2.550249, 2.562389
1361, 8.000000, 2.558799, 2.560538
1362, 8.000000, 2.555839, 2.559562
1363, 8.000000, 2.545974, 2.557804
1364, 8.000000, 2.544987, 2.554236
1365, 8.000000, 2.553866, 2.554061
1366, 8.000000, 2.548933, 2.551639
1367, 8.000000, 2.540383, 2.548964
1368, 8.000000, 2.536766, 2.547086
1369, 8.000000, 2.532820, 2.543920
1370, 8.000000, 2.525585, 2.540541
1371, 8.000000, 2.518679, 2.536895
1372, 8.000000, 2.525914, 2.531709
1373, 8.000000, 2.545316, 2.528972
1374, 8.000000, 2.542685, 2.527527
1375, 8.000000, 2.531504, 2.529406
1376, 8.000000, 2.525256, 2.530397
1377, 8.000000, 2.507498, 2.530920
1378, 8.000000, 2.499276, 2.528245
1379, 8.000000, 2.499605, 2.518447
1380, 8.000000, 2.536437, 2.513276
1381, 8.000000, 2.539725, 2.510547
1382, 8.000000, 2.526242, 2.517960
1383, 8.000000, 2.523283, 2.521871
1384, 8.000000, 2.519337, 2.523936
1385, 8.000000, 2.497303, 2.523627
1386, 8.000000, 2.433835, 2.521601
1387, 8.000000, 2.483820, 2.510126
1388, 8.000000, 2.473955, 2.497702
1389, 8.000000, 2.479874, 2.489283
1390, 8.000000, 2.484149, 2.484839
1391, 8.000000, 2.421667, 2.482494
1392, 8.000000, 2.431204, 2.478461
1393, 8.000000, 2.453895, 2.466859
1394, 8.000000, 2.399634, 2.450020
1395, 8.000000, 2.418707, 2.436630
1396, 8.000000, 2.506182, 2.434067
1397, 8.000000, 2.477901, 2.443431
1398, 8.000000, 2.501578, 2.459710
1399, 8.000000, 2.481847, 2.470165
1400, 8.000000, 2.388782, 2.475682
1401, 8.000000, 2.475599, 2.476730
1402, 8.000000, 2.410815, 2.476196
1403, 8.000000, 2.451593, 2.464576
1404, 8.000000, 2.476257, 2.458445
1405, 8.000000, 2.482505, 2.466546
1406, 8.000000, 2.422654, 2.459484
1407, 8.000000, 2.447975, 2.455757
1408, 8.000000, 2.425613, 2.452082
1409, 8.000000, 2.395030, 2.439581
1410, 8.000000, 2.469351, 2.432985
1411, 8.000000, 2.479545, 2.440064
1412, 8.000000, 2.483163, 2.453896
1413, 8.000000, 2.481847, 2.466009
1414, 8.000000, 2.466391, 2.472402
1415, 8.000000, 2.430217, 2.475776
1416, 8.000000, 2.419694, 2.471344
1417, 8.000000, 2.515061, 2.469005
1418, 8.000000, 2.490726, 2.467770
1419, 8.000000, 2.484149, 2.475506
1420, 8.000000, 2.466391, 2.479588
1421, 8.000000, 2.433506, 2.481742
1422, 8.000000, 2.403580, 2.474492
1423, 8.000000, 2.412130, 2.455135
1424, 8.000000, 2.421667, 2.439329
1425, 8.000000, 2.416734, 2.428658
1426, 8.000000, 2.481847, 2.423027
1427, 8.000000, 2.447975, 2.422385
1428, 8.000000, 2.458828, 2.434470
1429, 8.000000, 2.428573, 2.440849
1430, 8.000000, 2.383191, 2.444214
1431, 8.000000, 2.393057, 2.436827
1432, 8.000000, 2.462116, 2.432929
1433, 8.000000, 2.455210, 2.430872
1434, 8.000000, 2.442714, 2.436464
1435, 8.000000, 2.434821, 2.439416
1436, 8.000000, 2.411801, 2.440973
1437, 8.000000, 2.391741, 2.438068
1438, 8.000000, 2.403909, 2.425663
1439, 8.000000, 2.423969, 2.419116
1440, 8.000000, 2.452579, 2.415662
1441, 8.000000, 2.423311, 2.419274
1442, 8.000000, 2.440083, 2.421492
1443, 8.000000, 2.433835, 2.427321
1444, 8.000000, 2.423640, 2.430397
1445, 8.000000, 2.419036, 2.427206
1446, 8.000000, 2.415748, 2.425522
1447, 8.000000, 2.423311, 2.424478
1448, 8.000000, 2.390426, 2.421908
1449, 8.000000, 2.435808, 2.420552
1450, 8.000000, 2.427586, 2.421855
1451, 8.000000, 2.437452, 2.424562
1452, 8.000000, 2.438767, 2.429873
1453, 8.000000, 2.450935, 2.433452
1454, 8.000000, 2.445673, 2.435963
1455, 8.000000, 2.423640, 2.437287
1456, 8.000000, 2.407198, 2.437986
1457, 8.000000, 2.411144, 2.431211
1458, 8.000000, 2.417063, 2.424529
1459, 8.000000, 2.434492, 2.421003
1460, 8.000000, 2.412459, 2.416968
1461, 8.000000, 2.404896, 2.414839
1462, 8.000000, 2.430217, 2.415889
1463, 8.000000, 2.435479, 2.422656
1464, 8.000000, 2.408842, 2.417840
1465, 8.000000, 2.434821, 2.423686
1466, 8.000000, 2.428244, 2.426770
1467, 8.000000, 2.399634, 2.427466
1468, 8.000000, 2.429560, 2.427834
1469, 8.000000, 2.402265, 2.428028
1470, 8.000000, 2.411144, 2.420054
1471, 8.000000, 2.422325, 2.415846
1472, 8.000000, 2.417063, 2.416421
1473, 8.000000, 2.431862, 2.416724
1474, 8.000000, 2.393386, 2.416884
1475, 8.000000, 2.426600, 2.419454
1476, 8.000000, 2.395359, 2.418325
1477, 8.000000, 2.414432, 2.416486
1478, 8.000000, 2.388453, 2.406508
1479, 8.000000, 2.403909, 2.405281
1480, 8.000000, 2.413775, 2.404633
1481, 8.000000, 2.397661, 2.404291
1482, 8.000000, 2.416405, 2.404111
1483, 8.000000, 2.402922, 2.404015
1484, 8.000000, 2.413446, 2.408469
1485, 8.000000, 2.411144, 2.409732
1486, 8.000000, 2.395359, 2.410399
1487, 8.000000, 2.398647, 2.406868
1488, 8.000000, 2.407198, 2.407024
1489, 8.000000, 2.373654, 2.403068
1490, 8.000000, 2.411801, 2.400980
1491, 8.000000, 2.395359, 2.399878
1492, 8.000000, 2.402265, 2.401005
1493, 8.000000, 2.401278, 2.401134
1494, 8.000000, 2.405224, 2.401668
1495, 8.000000, 2.387137, 2.401484
1496, 8.000000, 2.400292, 2.401387
1497, 8.000000, 2.372997, 2.400870
1498, 8.000000, 2.385164, 2.394384
1499, 8.000000, 2.412459, 2.390962
1500, 8.000000, 2.379245, 2.388224
1501, 8.000000, 2.380560, 2.384605
1502, 8.000000, 2.386151, 2.384869
1503, 8.000000, 2.383520, 2.384232
1504, 8.000000, 2.390097, 2.383896
1505, 8.000000, 2.403580, 2.384961
1506, 8.000000, 2.386809, 2.385833
1507, 8.000000, 2.376614, 2.386294
1508, 8.000000, 2.349648, 2.386537
1509, 8.000000, 2.406540, 2.386665
1510, 8.000000, 2.394043, 2.386733
1511, 8.000000, 2.392399, 2.389409
1512, 8.000000, 2.367406, 2.390821
1513, 8.000000, 2.370037, 2.391566
1514, 8.000000, 2.384178, 2.388077
1515, 8.000000, 2.408184, 2.386235
1516, 8.000000, 2.360500, 2.378585
1517, 8.000000, 2.401936, 2.381226
1518, 8.000000, 2.412459, 2.391007
1519, 8.000000, 2.358527, 2.396168
1520, 8.000000, 2.392070, 2.394233
1521, 8.000000, 2.392399, 2.393367
1522, 8.000000, 2.366749, 2.392755
1523, 8.000000, 2.388124, 2.390568
1524, 8.000000, 2.367077, 2.389414
1525, 8.000000, 2.351292, 2.378865
1526, 8.000000, 2.361487, 2.373143
1527, 8.000000, 2.357541, 2.367638
1528, 8.000000, 2.349648, 2.362869
1529, 8.000000, 2.354581, 2.358955
1530, 8.000000, 2.370695, 2.358287
1531, 8.000000, 2.359185, 2.357934
1532, 8.000000, 2.366749, 2.358525
1533, 8.000000, 2.357869, 2.358837
1534, 8.000000, 2.365433, 2.361952
1535, 8.000000, 2.358856, 2.360645
1536, 8.000000, 2.355896, 2.359800
1537, 8.000000, 2.335507, 2.358888
1538, 8.000000, 2.367735, 2.358873
1539, 8.000000, 2.379245, 2.358865
1540, 8.000000, 2.371352, 2.363054
1541, 8.000000, 2.369708, 2.366197
1542, 8.000000, 2.353266, 2.367855
1543, 8.000000, 2.379903, 2.369507
1544, 8.000000, 2.369050, 2.369602
1545, 8.000000, 2.374970, 2.369652
1546, 8.000000, 2.360829, 2.369368
1547, 8.000000, 2.371024, 2.370150
1548, 8.000000, 2.378258, 2.370563
1549, 8.000000, 2.379574, 2.372644
1550, 8.000000, 2.367077, 2.371879
1551, 8.000000, 2.387795, 2.374892
1552, 8.000000, 2.347346, 2.376482
1553, 8.000000, 2.359514, 2.372040
1554, 8.000000, 2.347675, 2.366124
1555, 8.000000, 2.363789, 2.363002
1556, 8.000000, 2.346360, 2.355764
1557, 8.000000, 2.346360, 2.351944
1558, 8.000000, 2.357869, 2.349928
1559, 8.000000, 2.371024, 2.353678
1560, 8.000000, 2.352608, 2.353173
1561, 8.000000, 2.349648, 2.352906
1562, 8.000000, 2.363131, 2.355250
1563, 8.000000, 2.353266, 2.354313
1564, 8.000000, 2.337152, 2.353508
1565, 8.000000, 2.365433, 2.353393
1566, 8.000000, 2.343400, 2.353333
1567, 8.000000, 2.349319, 2.351437
1568, 8.000000, 2.360500, 2.350437
1569, 8.000000, 2.348990, 2.349909
1570, 8.000000, 2.362473, 2.349631
1571, 8.000000, 2.307555, 2.349484
1572, 8.000000, 1.906682, 2.349251
1573, 8.000000, 2.340111, 2.344934
1574, 8.000000, 2.360500, 2.342657
1575, 8.000000, 2.354910, 2.341455
1576, 8.000000, 2.359514, 2.347809
1577, 8.000000, 2.347675, 2.351163
1578, 8.000000, 2.341756, 2.352932
1579, 8.000000, 2.329917, 2.350449
1580, 8.000000, 2.345044, 2.347897
