k, u, y
2863, 2.000000, 3.068193
2864, 2.000000, 3.063260
2865, 2.000000, 3.066549
2866, 2.000000, 3.060301
2867, 2.000000, 3.065891
2868, 2.000000, 3.050764
2869, 2.000000, 3.063260
2870, 2.000000, 3.064247
2871, 2.000000, 3.061616
2872, 2.000000, 3.050106
2873, 2.000000, 3.062932
2874, 2.000000, 3.071811
2875, 2.000000, 3.067207
2876, 2.000000, 3.059643
2877, 2.000000, 3.068851
2878, 2.000000, 3.075757
2879, 2.000000, 3.074441
2880, 2.000000, 3.069509
2881, 2.000000, 3.063260
2882, 2.000000, 3.069180
2883, 2.000000, 3.074441
2884, 2.000000, 3.078716
2885, 2.000000, 3.061616
2886, 2.000000, 3.071811
2887, 2.000000, 3.070495
2888, 2.000000, 3.060630
2889, 2.000000, 3.064247
2890, 2.000000, 3.061616
2891, 2.000000, 3.074113
2892, 2.000000, 3.061945
2893, 2.000000, 3.064905
2894, 2.000000, 3.071153
2895, 2.000000, 3.073784
2896, 2.000000, 3.058985
2897, 2.000000, 3.065233
2898, 2.000000, 3.073126
2899, 2.000000, 3.075428
2900, 2.000000, 3.068851
2901, 2.000000, 3.060958
2902, 2.000000, 3.059314
2903, 2.000000, 3.062603
2904, 2.000000, 3.056683
2905, 2.000000, 3.074770
2906, 2.000000, 3.067207
2907, 2.000000, 3.069837
2908, 2.000000, 3.068522
2909, 2.000000, 3.065562
2910, 2.000000, 3.053724
2911, 2.000000, 3.065891
2912, 2.000000, 3.068193
2913, 2.000000, 3.072468
2914, 2.000000, 3.070495
2915, 2.000000, 3.070824
2916, 2.000000, 3.061616
2917, 2.000000, 3.073784
2918, 2.000000, 3.062274
2919, 2.000000, 3.078059
2920, 2.000000, 3.059972
2921, 2.000000, 3.070824
2922, 2.000000, 3.065233
2923, 2.000000, 3.065891
2924, 2.000000, 3.076415
2925, 2.000000, 3.063589
2926, 2.000000, 3.069837
2927, 2.000000, 3.074441
2928, 2.000000, 3.073455
2929, 2.000000, 3.047804
2930, 2.000000, 3.065891
2931, 2.000000, 3.070495
2932, 2.000000, 3.073126
2933, 2.000000, 3.061287
2934, 2.000000, 3.071811
2935, 2.000000, 3.070824
2936, 2.000000, 3.077730
2937, 2.000000, 3.075099
2938, 2.000000, 3.073126
2939, 2.000000, 3.070824
2940, 2.000000, 3.070495
2941, 2.000000, 3.065233
2942, 2.000000, 3.074113
2943, 2.000000, 3.069837
2944, 2.000000, 3.072797
2945, 2.000000, 3.062603
2946, 2.000000, 3.072797
2947, 2.000000, 3.079374
2948, 2.000000, 3.068851
2949, 2.000000, 3.067207
2950, 2.000000, 3.070166
2951, 2.000000, 3.060630
2952, 2.000000, 3.064576
2953, 2.000000, 3.072797
2954, 2.000000, 3.057670
2955, 2.000000, 3.079374
2956, 2.000000, 3.071811
2957, 2.000000, 3.065233
2958, 2.000000, 3.085294
2959, 2.000000, 3.067207
2960, 2.000000, 3.060958
2961, 2.000000, 3.066549
2962, 2.000000, 3.076743
2963, 2.000000, 3.069837
2964, 2.000000, 3.068193
2965, 2.000000, 3.078388
2966, 2.000000, 3.074770
2967, 2.000000, 3.077730
2968, 2.000000, 3.078059
2969, 2.000000, 3.079703
2970, 2.000000, 3.094830
2971, 2.000000, 3.078716
2972, 2.000000, 3.078388
2973, 2.000000, 3.082005
2974, 2.000000, 3.072797
2975, 2.000000, 3.077401
2976, 2.000000, 3.074770
2977, 2.000000, 3.074770
2978, 2.000000, 3.076415
2979, 2.000000, 3.075428
2980, 2.000000, 3.074770
2981, 2.000000, 3.076415
2982, 2.000000, 3.080032
2983, 2.000000, 3.077072
2984, 2.000000, 3.077730
2985, 2.000000, 3.077072
2986, 2.000000, 3.075757
2987, 2.000000, 3.076415
2988, 2.000000, 3.071482
2989, 2.000000, 3.080361
2990, 2.000000, 3.078388
2991, 2.000000, 3.073126
2992, 2.000000, 3.076743
2993, 2.000000, 3.079045
2994, 2.000000, 3.074113
2995, 2.000000, 3.076743
2996, 2.000000, 3.073784
2997, 2.000000, 3.079703
2998, 2.000000, 3.074770
2999, 2.000000, 3.075099
3000, 2.000000, 3.077730
3001, 2.000000, 3.077730
3002, 2.000000, 3.080361
3003, 2.000000, 3.080361
3004, 2.000000, 3.078388
3005, 2.000000, 3.077730
3006, 2.000000, 3.077730
3007, 2.000000, 3.077401
3008, 2.000000, 3.078388
3009, 2.000000, 3.077730
3010, 2.000000, 3.080361
3011, 2.000000, 3.079045
3012, 2.000000, 3.076086
3013, 2.000000, 3.081676
3014, 2.000000, 3.076415
3015, 2.000000, 3.072797
3016, 2.000000, 3.078388
3017, 2.000000, 3.078059
3018, 2.000000, 3.081347
3019, 2.000000, 3.080032
3020, 2.000000, 3.082334
3021, 2.000000, 3.078716
3022, 2.000000, 3.081347
3023, 2.000000, 3.071153
3024, 2.000000, 3.057670
3025, 2.000000, 3.062603
3026, 2.000000, 3.073455
3027, 2.000000, 3.094501
3028, 2.000000, 3.058656
3029, 2.000000, 3.086938
3030, 2.000000, 3.065233
3031, 2.000000, 3.072797
3032, 2.000000, 3.078716
3033, 2.000000, 3.077072
3034, 2.000000, 3.076086
3035, 2.000000, 3.071482
3036, 2.000000, 3.059314
3037, 2.000000, 3.090226
3038, 2.000000, 3.070824
3039, 2.000000, 3.081347
3040, 2.000000, 3.070495
3041, 2.000000, 3.060958
3042, 2.000000, 3.076415
3043, 2.000000, 3.088253
3044, 2.000000, 3.061287
3045, 2.000000, 3.079374
3046, 2.000000, 3.077072
3047, 2.000000, 3.083649
3048, 2.000000, 3.068193
3049, 2.000000, 3.060958
3050, 2.000000, 3.080690
3051, 2.000000, 3.088582
3052, 2.000000, 3.059314
3053, 2.000000, 3.082663
3054, 2.000000, 3.074770
3055, 2.000000, 3.078388
3056, 2.000000, 3.077730
3057, 2.000000, 3.081676
3058, 2.000000, 3.080690
3059, 2.000000, 3.077730
3060, 2.000000, 3.085622
3061, 2.000000, 3.084307
3062, 2.000000, 3.089569
3063, 2.000000, 3.072468
3064, 2.000000, 3.085622
3065, 2.000000, 3.059314
3066, 2.000000, 3.064247
3067, 2.000000, 3.069837
3068, 2.000000, 3.079045
3069, 2.000000, 3.074441
3070, 2.000000, 3.087596
3071, 2.000000, 3.082992
3072, 2.000000, 3.069180
3073, 2.000000, 3.072139
3074, 2.000000, 3.066549
3075, 2.000000, 3.077072
3076, 2.000000, 3.075428
3077, 2.000000, 3.080361
3078, 2.000000, 3.053066
3079, 2.000000, 3.069837
3080, 2.000000, 3.073784
3081, 2.000000, 3.076415
3082, 2.000000, 3.085294
3083, 2.000000, 3.069837
3084, 2.000000, 3.086938
3085, 2.000000, 3.087924
3086, 2.000000, 3.091213
3087, 2.000000, 3.075099
3088, 2.000000, 3.068522
3089, 2.000000, 3.078388
3090, 2.000000, 3.091542
3091, 2.000000, 3.098119
3092, 2.000000, 3.071153
3093, 2.000000, 3.086280
3094, 2.000000, 3.071482
3095, 2.000000, 3.082005
3096, 2.000000, 3.077401
3097, 2.000000, 3.084307
3098, 2.000000, 3.082992
3099, 2.000000, 3.071482
3100, 2.000000, 3.093844
3101, 2.000000, 3.094173
3102, 2.000000, 3.072797
3103, 2.000000, 3.074113
3104, 2.000000, 3.081018
3105, 2.000000, 3.070166
3106, 2.000000, 3.066220
3107, 2.000000, 3.089240
3108, 2.000000, 3.081347
3109, 2.000000, 3.073126
3110, 2.000000, 3.092199
3111, 2.000000, 3.088582
3112, 2.000000, 3.087267
3113, 2.000000, 3.066878
3114, 2.000000, 3.079374
3115, 2.000000, 3.082992
3116, 2.000000, 3.082334
3117, 2.000000, 3.079703
3118, 2.000000, 3.091542
3119, 2.000000, 3.084965
3120, 2.000000, 3.083978
3121, 2.000000, 3.097132
3122, 2.000000, 3.077072
3123, 2.000000, 3.082005
3124, 2.000000, 3.075428
3125, 2.000000, 3.101736
3126, 2.000000, 3.096803
3127, 2.000000, 3.098119
3128, 2.000000, 3.088582
3129, 2.000000, 3.086280
3130, 2.000000, 3.094830
3131, 2.000000, 3.087924
3132, 2.000000, 3.087596
3133, 2.000000, 3.096146
3134, 2.000000, 3.086609
3135, 2.000000, 3.087267
3136, 2.000000, 3.059314
3137, 2.000000, 3.085622
3138, 2.000000, 3.091542
3139, 2.000000, 3.090884
3140, 2.000000, 3.060958
3141, 2.000000, 3.078059
3142, 2.000000, 3.073126
3143, 2.000000, 3.082005
3144, 2.000000, 3.077730
3145, 2.000000, 3.093515
3146, 2.000000, 3.082663
3147, 2.000000, 3.084636
3148, 2.000000, 3.086938
3149, 2.000000, 3.100750
3150, 2.000000, 3.089240
3151, 2.000000, 3.107984
3152, 2.000000, 3.074770
3153, 2.000000, 3.098119
3154, 2.000000, 3.093515
3155, 2.000000, 3.098777
3156, 2.000000, 3.101736
3157, 2.000000, 3.091542
3158, 2.000000, 3.077730
3159, 2.000000, 3.086609
3160, 2.000000, 3.079703
3161, 2.000000, 3.090226
3162, 2.000000, 3.086609
3163, 2.000000, 3.090884
3164, 2.000000, 3.070166
3165, 2.000000, 3.067864
3166, 2.000000, 3.092199
3167, 2.000000, 3.080032
3168, 2.000000, 3.094173
3169, 2.000000, 3.099434
3170, 2.000000, 3.088582
3171, 2.000000, 3.083320
3172, 2.000000, 3.092528
3173, 2.000000, 3.072139
3174, 2.000000, 3.074441
3175, 2.000000, 3.099105
3176, 2.000000, 3.095159
3177, 2.000000, 3.082334
3178, 2.000000, 3.106998
3179, 2.000000, 3.106998
3180, 2.000000, 3.090555
3181, 2.000000, 3.072468
3182, 2.000000, 3.092857
3183, 2.000000, 3.075757
3184, 2.000000, 3.088253
3185, 2.000000, 3.089240
3186, 2.000000, 3.099763
3187, 2.000000, 3.086280
3188, 2.000000, 3.077730
3189, 2.000000, 3.085294
3190, 2.000000, 3.064905
3191, 2.000000, 3.082005
3192, 2.000000, 3.098448
3193, 2.000000, 3.100421
3194, 2.000000, 3.075099
3195, 2.000000, 3.084965
3196, 2.000000, 3.086280
3197, 2.000000, 3.077072
3198, 2.000000, 3.094830
3199, 2.000000, 3.079374
3200, 2.000000, 3.079045
3201, 2.000000, 3.100750
3202, 2.000000, 3.086609
3203, 2.000000, 3.091213
3204, 2.000000, 3.081676
3205, 2.000000, 3.092857
3206, 2.000000, 3.093515
3207, 2.000000, 3.099434
3208, 2.000000, 3.073784
3209, 2.000000, 3.083649
3210, 2.000000, 3.093515
3211, 2.000000, 3.082663
3212, 2.000000, 3.094830
3213, 2.000000, 3.091213
3214, 2.000000, 3.096803
3215, 2.000000, 3.084636
3216, 2.000000, 3.089240
3217, 2.000000, 3.077401
3218, 2.000000, 3.080361
3219, 2.000000, 3.107656
3220, 2.000000, 3.083320
3221, 2.000000, 3.097461
3222, 2.000000, 3.097132
3223, 2.000000, 3.098777
3224, 2.000000, 3.097132
3225, 2.000000, 3.095159
3226, 2.000000, 3.093515
3227, 2.000000, 3.081676
3228, 2.000000, 3.075757
3229, 2.000000, 3.083649
3230, 2.000000, 3.093844
3231, 2.000000, 3.092199
3232, 2.000000, 3.103381
3233, 2.000000, 3.094830
3234, 2.000000, 3.078059
3235, 2.000000, 3.077072
3236, 2.000000, 3.083320
3237, 2.000000, 3.103381
3238, 2.000000, 3.089240
3239, 2.000000, 3.067864
3240, 2.000000, 3.088582
3241, 2.000000, 3.096475
3242, 2.000000, 3.077401
3243, 2.000000, 3.101079
3244, 2.000000, 3.082992
3245, 2.000000, 3.086280
3246, 2.000000, 3.100750
3247, 2.000000, 3.111602
3248, 2.000000, 3.095488
3249, 2.000000, 3.097132
3250, 2.000000, 3.100092
3251, 2.000000, 3.089898
3252, 2.000000, 3.071482
3253, 2.000000, 3.084965
3254, 2.000000, 3.097461
3255, 2.000000, 3.080690
3256, 2.000000, 3.098119
3257, 2.000000, 3.089240
3258, 2.000000, 3.094501
3259, 2.000000, 3.091213
3260, 2.000000, 3.103052
3261, 2.000000, 3.081676
3262, 2.000000, 3.103381
3263, 2.000000, 3.087267
3264, 2.000000, 3.096803
3265, 2.000000, 3.105682
3266, 2.000000, 3.086609
3267, 2.000000, 3.084307
3268, 2.000000, 3.100092
3269, 2.000000, 3.088253
3270, 2.000000, 3.094173
3271, 2.000000, 3.090226
3272, 2.000000, 3.081018
3273, 2.000000, 3.108642
3274, 2.000000, 3.094501
3275, 2.000000, 3.091213
3276, 2.000000, 3.101407
3277, 2.000000, 3.080032
3278, 2.000000, 3.111273
3279, 2.000000, 3.098448
3280, 2.000000, 3.108313
3281, 2.000000, 3.082663
3282, 2.000000, 3.091871
3283, 2.000000, 3.097461
3284, 2.000000, 3.089240
3285, 2.000000, 3.102723
3286, 2.000000, 3.091213
3287, 2.000000, 3.096146
3288, 2.000000, 3.096803
3289, 2.000000, 3.101407
3290, 2.000000, 3.086280
3291, 2.000000, 3.088253
3292, 2.000000, 3.092528
3293, 2.000000, 3.078059
3294, 2.000000, 3.086938
3295, 2.000000, 3.099434
3296, 2.000000, 3.075757
3297, 2.000000, 3.111602
3298, 2.000000, 3.107656
3299, 2.000000, 3.103381
3300, 2.000000, 3.080690
3301, 2.000000, 3.103052
3302, 2.000000, 3.098448
3303, 2.000000, 3.088911
3304, 2.000000, 3.104696
3305, 2.000000, 3.086280
3306, 2.000000, 3.091871
3307, 2.000000, 3.101407
3308, 2.000000, 3.105682
3309, 2.000000, 3.105682
3310, 2.000000, 3.095488
3311, 2.000000, 3.092528
3312, 2.000000, 3.099434
3313, 2.000000, 3.098119
3314, 2.000000, 3.103709
3315, 2.000000, 3.087596
3316, 2.000000, 3.105025
3317, 2.000000, 3.102723
3318, 2.000000, 3.104696
3319, 2.000000, 3.088582
3320, 2.000000, 3.086938
3321, 2.000000, 3.082992
3322, 2.000000, 3.091871
3323, 2.000000, 3.098448
3324, 2.000000, 3.095817
3325, 2.000000, 3.093186
3326, 2.000000, 3.098119
3327, 2.000000, 3.094830
3328, 2.000000, 3.084636
3329, 2.000000, 3.092528
3330, 2.000000, 3.103381
3331, 2.000000, 3.106669
3332, 2.000000, 3.093515
3333, 2.000000, 3.092857
3334, 2.000000, 3.099763
3335, 2.000000, 3.104038
3336, 2.000000, 3.111931
3337, 2.000000, 3.076086
3338, 2.000000, 3.100092
3339, 2.000000, 3.083649
3340, 2.000000, 3.097132
3341, 2.000000, 3.100750
3342, 2.000000, 3.095817
3343, 2.000000, 3.087267
3344, 2.000000, 3.108642
3345, 2.000000, 3.083978
3346, 2.000000, 3.100092
3347, 2.000000, 3.087596
3348, 2.000000, 3.111602
3349, 2.000000, 3.096803
3350, 2.000000, 3.074441
3351, 2.000000, 3.087596
3352, 2.000000, 3.098777
3353, 2.000000, 3.082992
3354, 2.000000, 3.098448
3355, 2.000000, 3.088911
3356, 2.000000, 3.101407
3357, 2.000000, 3.093844
3358, 2.000000, 3.088582
3359, 2.000000, 3.098448
3360, 2.000000, 3.096475
3361, 2.000000, 3.092528
3362, 2.000000, 3.094501
3363, 2.000000, 3.089240
3364, 2.000000, 3.086609
3365, 2.000000, 3.096146
3366, 2.000000, 3.109300
3367, 2.000000, 3.098777
3368, 2.000000, 3.095817
3369, 2.000000, 3.084636
3370, 2.000000, 3.097790
3371, 2.000000, 3.094501
3372, 2.000000, 3.102394
3373, 2.000000, 3.095817
3374, 2.000000, 3.103709
3375, 2.000000, 3.103052
3376, 2.000000, 3.087267
3377, 2.000000, 3.070824
3378, 2.000000, 3.103381
3379, 2.000000, 3.106011
3380, 2.000000, 3.096146
3381, 2.000000, 3.087596
3382, 2.000000, 3.100750
3383, 2.000000, 3.100092
3384, 2.000000, 3.097461
3385, 2.000000, 3.106998
3386, 2.000000, 3.096475
3387, 2.000000, 3.095159
3388, 2.000000, 3.105025
3389, 2.000000, 3.110615
3390, 2.000000, 3.097132
3391, 2.000000, 3.097132
3392, 2.000000, 3.089898
3393, 2.000000, 3.085951
3394, 2.000000, 3.092199
3395, 2.000000, 3.088582
3396, 2.000000, 3.101736
3397, 2.000000, 3.105682
3398, 2.000000, 3.094173
3399, 2.000000, 3.102723
3400, 2.000000, 3.088582
3401, 2.000000, 3.102394
3402, 2.000000, 3.100092
3403, 2.000000, 3.102723
3404, 2.000000, 3.100092
3405, 2.000000, 3.098119
3406, 2.000000, 3.086280
3407, 2.000000, 3.097132
3408, 2.000000, 3.081676
3409, 2.000000, 3.101736
3410, 2.000000, 3.080361
3411, 2.000000, 3.095159
3412, 2.000000, 3.092528
3413, 2.000000, 3.097461
3414, 2.000000, 3.105682
3415, 2.000000, 3.097790
3416, 2.000000, 3.095159
3417, 2.000000, 3.092528
3418, 2.000000, 3.110944
3419, 2.000000, 3.108642
3420, 2.000000, 3.099434
3421, 2.000000, 3.098448
3422, 2.000000, 3.082663
3423, 2.000000, 3.087267
3424, 2.000000, 3.100750
3425, 2.000000, 3.100092
3426, 2.000000, 3.091542
3427, 2.000000, 3.093186
3428, 2.000000, 3.110944
3429, 2.000000, 3.095159
3430, 2.000000, 3.100092
3431, 2.000000, 3.108313
3432, 2.000000, 3.083649
3433, 2.000000, 3.090884
3434, 2.000000, 3.103052
3435, 2.000000, 3.099434
3436, 2.000000, 3.114890
3437, 2.000000, 3.079374
3438, 2.000000, 3.075428
3439, 2.000000, 3.102065
3440, 2.000000, 3.097461
3441, 2.000000, 3.085951
3442, 2.000000, 3.105682
3443, 2.000000, 3.113904
3444, 2.000000, 3.105025
3445, 2.000000, 3.083978
3446, 2.000000, 3.107984
3447, 2.000000, 3.100421
3448, 2.000000, 3.092857
3449, 2.000000, 3.099763
3450, 2.000000, 3.108313
3451, 2.000000, 3.102065
3452, 2.000000, 3.103381
3453, 2.000000, 3.094501
3454, 2.000000, 3.099105
3455, 2.000000, 3.116535
3456, 2.000000, 3.082005
3457, 2.000000, 3.107984
3458, 2.000000, 3.089240
3459, 2.000000, 3.085951
3460, 2.000000, 3.090226
3461, 2.000000, 3.089240
3462, 2.000000, 3.085622
3463, 2.000000, 3.102394
3464, 2.000000, 3.087267
3465, 2.000000, 3.099105
3466, 2.000000, 3.076415
3467, 2.000000, 3.096475
3468, 2.000000, 3.081676
3469, 2.000000, 3.073126
3470, 2.000000, 3.100421
3471, 2.000000, 3.099763
3472, 2.000000, 3.093186
3473, 2.000000, 3.087596
3474, 2.000000, 3.087267
3475, 2.000000, 3.102723
3476, 2.000000, 3.107656
3477, 2.000000, 3.108642
3478, 2.000000, 3.070495
3479, 2.000000, 3.106011
3480, 2.000000, 3.089569
3481, 2.000000, 3.083649
3482, 2.000000, 3.093186
3483, 2.000000, 3.106998
3484, 2.000000, 3.091871
3485, 2.000000, 3.106340
3486, 2.000000, 3.101079
3487, 2.000000, 3.078716
3488, 2.000000, 3.103709
3489, 2.000000, 3.113904
3490, 2.000000, 3.097790
3491, 2.000000, 3.100750
3492, 2.000000, 3.106340
3493, 2.000000, 3.106998
3494, 2.000000, 3.102394
3495, 2.000000, 3.099105
3496, 2.000000, 3.103052
3497, 2.000000, 3.113904
3498, 2.000000, 3.113575
3499, 2.000000, 3.087924
3500, 2.000000, 3.107656
3501, 2.000000, 3.091871
3502, 2.000000, 3.111273
3503, 2.000000, 3.070495
3504, 2.000000, 3.107984
3505, 2.000000, 3.084636
3506, 2.000000, 3.084965
3507, 2.000000, 3.084307
3508, 2.000000, 3.115219
3509, 2.000000, 3.090884
3510, 2.000000, 3.098448
3511, 2.000000, 3.099105
3512, 2.000000, 3.079045
3513, 2.000000, 3.107327
3514, 2.000000, 3.102065
3515, 2.000000, 3.101407
3516, 2.000000, 3.101736
3517, 2.000000, 3.105025
3518, 2.000000, 3.103381
3519, 2.000000, 3.103709
3520, 2.000000, 3.144816
3521, 2.000000, 3.101407
3522, 2.000000, 3.101736
3523, 2.000000, 3.103381
3524, 2.000000, 3.101079
3525, 2.000000, 3.104696
3526, 2.000000, 3.104038
3527, 2.000000, 3.104038
3528, 2.000000, 3.105354
3529, 2.000000, 3.099763
3530, 2.000000, 3.101736
3531, 2.000000, 3.101079
3532, 2.000000, 3.104038
3533, 2.000000, 3.104696
3534, 2.000000, 3.105025
3535, 2.000000, 3.103052
3536, 2.000000, 3.108313
3537, 2.000000, 3.105354
3538, 2.000000, 3.108313
3539, 2.000000, 3.102394
3540, 2.000000, 3.101079
3541, 2.000000, 3.102065
3542, 2.000000, 3.103052
3543, 2.000000, 3.101407
3544, 2.000000, 3.102065
3545, 2.000000, 3.104038
3546, 2.000000, 3.100421
3547, 2.000000, 3.101079
3548, 2.000000, 3.101079
3549, 2.000000, 3.098777
3550, 2.000000, 3.099434
3551, 2.000000, 3.101079
3552, 2.000000, 3.102065
3553, 2.000000, 3.101407
3554, 2.000000, 3.099763
3555, 2.000000, 3.103709
3556, 2.000000, 3.099434
3557, 2.000000, 3.100750
3558, 2.000000, 3.102723
3559, 2.000000, 3.102394
3560, 2.000000, 3.102723
3561, 2.000000, 3.102723
3562, 2.000000, 3.100421
3563, 2.000000, 3.102394
3564, 2.000000, 3.105025
3565, 2.000000, 3.105354
3566, 2.000000, 3.100092
3567, 2.000000, 3.105025
3568, 2.000000, 3.102065
3569, 2.000000, 3.103052
3570, 2.000000, 3.101736
3571, 2.000000, 3.102723
3572, 2.000000, 3.104038
3573, 2.000000, 3.104038
3574, 2.000000, 3.102723
3575, 2.000000, 3.106340
3576, 2.000000, 3.101407
3577, 2.000000, 3.101407
3578, 2.000000, 3.102723
3579, 2.000000, 3.101407
3580, 2.000000, 3.106340
3581, 2.000000, 3.099434
3582, 2.000000, 3.103381
3583, 2.000000, 3.105682
3584, 2.000000, 3.096803
3585, 2.000000, 3.108313
3586, 2.000000, 3.107327
3587, 2.000000, 3.099105
3588, 2.000000, 3.098448
3589, 2.000000, 3.104367
3590, 2.000000, 3.106011
3591, 2.000000, 3.094173
3592, 2.000000, 3.105354
3593, 2.000000, 3.090884
3594, 2.000000, 3.106340
3595, 2.000000, 3.090884
3596, 2.000000, 3.111273
3597, 2.000000, 3.099434
3598, 2.000000, 3.105354
3599, 2.000000, 3.105354
3600, 2.000000, 3.106669
3601, 8.000000, 3.090226
3602, 8.000000, 3.106340
3603, 8.000000, 3.107327
3604, 8.000000, 3.106011
3605, 8.000000, 3.102065
3606, 8.000000, 3.097132
3607, 8.000000, 3.098119
3608, 8.000000, 3.100750
3609, 8.000000, 3.090226
3610, 8.000000, 3.107327
3611, 8.000000, 3.109629
3612, 8.000000, 3.093844
3613, 8.000000, 3.103709
3614, 8.000000, 3.097461
3615, 8.000000, 3.089569
3616, 8.000000, 3.094173
3617, 8.000000, 3.099434
3618, 8.000000, 3.106669
3619, 8.000000, 3.106011
3620, 8.000000, 3.098777
3621, 8.000000, 3.099434
3622, 8.000000, 3.097790
3623, 8.000000, 3.098448
3624, 8.000000, 3.094830
3625, 8.000000, 3.095159
3626, 8.000000, 3.090884
3627, 8.000000, 3.094501
3628, 8.000000, 3.088253
3629, 8.000000, 3.089898
3630, 8.000000, 3.084965
3631, 8.000000, 3.085294
3632, 8.000000, 3.082992
3633, 8.000000, 3.082992
3634, 8.000000, 3.080690
3635, 8.000000, 3.075099
3636, 8.000000, 3.076086
3637, 8.000000, 3.066878
3638, 8.000000, 3.094501
3639, 8.000000, 3.916965
3640, 8.000000, 3.747276
3641, 8.000000, 3.062932
3642, 8.000000, 3.055368
3643, 8.000000, 3.057341
3644, 8.000000, 3.052079
3645, 8.000000, 3.052408
3646, 8.000000, 3.045502
3647, 8.000000, 3.045502
3648, 8.000000, 3.039912
3649, 8.000000, 3.039583
3650, 8.000000, 3.036952
3651, 8.000000, 3.034979
3652, 8.000000, 3.032677
3653, 8.000000, 3.029060
3654, 8.000000, 3.031033
3655, 8.000000, 3.026429
3656, 8.000000, 3.018207
3657, 8.000000, 3.017221
3658, 8.000000, 3.014261
3659, 8.000000, 3.015905
3660, 8.000000, 3.008342
3661, 8.000000, 3.006040
3662, 8.000000, 3.004724
3663, 8.000000, 3.002094
3664, 8.000000, 2.998476
3665, 8.000000, 2.993543
3666, 8.000000, 2.993215
3667, 8.000000, 2.989597
3668, 8.000000, 2.983678
3669, 8.000000, 2.985651
3670, 8.000000, 2.981705
3671, 8.000000, 2.978745
3672, 8.000000, 2.975456
3673, 8.000000, 2.972497
3674, 8.000000, 2.970195
3675, 8.000000, 2.967893
3676, 8.000000, 2.963618
3677, 8.000000, 2.955725
3678, 8.000000, 2.960987
3679, 8.000000, 2.954739
3680, 8.000000, 2.955396
3681, 8.000000, 2.951779
3682, 8.000000, 2.949148
3683, 8.000000, 2.945531
3684, 8.000000, 2.942571
3685, 8.000000, 2.940598
3686, 8.000000, 2.937638
3687, 8.000000, 2.936323
3688, 8.000000, 2.927444
3689, 8.000000, 2.929417
3690, 8.000000, 2.925142
3691, 8.000000, 2.923498
3692, 8.000000, 2.919551
3693, 8.000000, 2.918236
3694, 8.000000, 2.918894
3695, 8.000000, 2.913303
3696, 8.000000, 2.912974
3697, 8.000000, 2.910015
3698, 8.000000, 2.910343
3699, 8.000000, 2.907384
3700, 8.000000, 2.901464
3701, 8.000000, 2.900807
3702, 8.000000, 2.897518
3703, 8.000000, 2.892585
3704, 8.000000, 2.888639
3705, 8.000000, 2.888310
3706, 8.000000, 2.886337
3707, 8.000000, 2.887653
3708, 8.000000, 2.882720
3709, 8.000000, 2.878773
3710, 8.000000, 2.876472
3711, 8.000000, 2.873183
3712, 8.000000, 2.876472
3713, 8.000000, 2.869237
3714, 8.000000, 2.868579
3715, 8.000000, 2.865619
3716, 8.000000, 2.864304
3717, 8.000000, 2.860029
3718, 8.000000, 2.860687
3719, 8.000000, 2.855754
3720, 8.000000, 2.854109
3721, 8.000000, 2.851150
3722, 8.000000, 2.850492
3723, 8.000000, 2.846875
3724, 8.000000, 2.844244
3725, 8.000000, 2.845888
3726, 8.000000, 2.840626
3727, 8.000000, 2.841613
3728, 8.000000, 2.839640
3729, 8.000000, 2.835694
3730, 8.000000, 2.831747
3731, 8.000000, 2.835036
3732, 8.000000, 2.828788
3733, 8.000000, 2.829774
3734, 8.000000, 2.828130
3735, 8.000000, 2.818922
3736, 8.000000, 2.824184
3737, 8.000000, 2.820895
3738, 8.000000, 2.818264
3739, 8.000000, 2.812016
3740, 8.000000, 2.813989
3741, 8.000000, 2.813660
3742, 8.000000, 2.809057
3743, 8.000000, 2.808728
3744, 8.000000, 2.807412
3745, 8.000000, 2.802479
3746, 8.000000, 2.801164
3747, 8.000000, 2.800177
3748, 8.000000, 2.797218
3749, 8.000000, 2.798862
3750, 8.000000, 2.794587
3751, 8.000000, 2.797876
3752, 8.000000, 2.790970
3753, 8.000000, 2.786366
3754, 8.000000, 2.788668
3755, 8.000000, 2.788339
3756, 8.000000, 2.782419
3757, 8.000000, 2.781433
3758, 8.000000, 2.781433
3759, 8.000000, 2.779789
3760, 8.000000, 2.777815
3761, 8.000000, 2.778473
3762, 8.000000, 2.774198
3763, 8.000000, 2.769594
3764, 8.000000, 2.769265
3765, 8.000000, 2.767950
3766, 8.000000, 2.766306
3767, 8.000000, 2.764332
3768, 8.000000, 2.764990
3769, 8.000000, 2.762359
3770, 8.000000, 2.761373
3771, 8.000000, 2.756111
3772, 8.000000, 2.755782
3773, 8.000000, 2.755453
3774, 8.000000, 2.752823
3775, 8.000000, 2.754138
3776, 8.000000, 2.751836
3777, 8.000000, 2.747890
3778, 8.000000, 2.745588
3779, 8.000000, 2.748876
3780, 8.000000, 2.744601
3781, 8.000000, 2.744272
3782, 8.000000, 2.741970
3783, 8.000000, 2.739011
3784, 8.000000, 2.737366
3785, 8.000000, 2.736051
3786, 8.000000, 2.734407
3787, 8.000000, 2.734407
3788, 8.000000, 2.730789
3789, 8.000000, 2.733420
3790, 8.000000, 2.726843
3791, 8.000000, 2.719937
3792, 8.000000, 2.726514
3793, 8.000000, 2.725857
3794, 8.000000, 2.724541
