k, u, y
998, 8.000000, 2.325642
999, 8.000000, 2.328273
1000, 8.000000, 2.325313
1001, 8.000000, 2.322353
1002, 8.000000, 2.328930
1003, 8.000000, 2.327944
1004, 8.000000, 2.327944
1005, 8.000000, 2.323998
1006, 8.000000, 2.328273
1007, 8.000000, 2.327286
1008, 8.000000, 2.324326
1009, 8.000000, 2.323011
1010, 8.000000, 2.325313
1011, 8.000000, 2.323011
1012, 8.000000, 2.322682
1013, 8.000000, 2.322682
1014, 8.000000, 2.323998
1015, 8.000000, 2.324326
1016, 8.000000, 2.321696
1017, 8.000000, 2.323340
1018, 8.000000, 2.326628
1019, 8.000000, 2.325971
1020, 8.000000, 2.324326
1021, 8.000000, 2.323998
1022, 8.000000, 2.325971
1023, 8.000000, 2.323998
1024, 8.000000, 2.322024
1025, 8.000000, 2.323011
1026, 8.000000, 2.324326
1027, 8.000000, 2.323340
1028, 8.000000, 2.320380
1029, 8.000000, 2.323998
1030, 8.000000, 2.321038
1031, 8.000000, 2.321367
1032, 8.000000, 2.321696
1033, 8.000000, 2.319722
1034, 8.000000, 2.324655
1035, 8.000000, 2.322024
1036, 8.000000, 2.326628
1037, 8.000000, 2.321367
1038, 8.000000, 2.321038
1039, 8.000000, 2.322024
1040, 8.000000, 2.319394
1041, 8.000000, 2.318407
1042, 8.000000, 2.321038
1043, 8.000000, 2.320051
1044, 8.000000, 2.319394
1045, 8.000000, 2.319394
1046, 8.000000, 2.320051
1047, 8.000000, 2.323011
1048, 8.000000, 2.317420
1049, 8.000000, 2.320051
1050, 8.000000, 2.318407
1051, 8.000000, 2.320380
1052, 8.000000, 2.320380
1053, 8.000000, 2.319065
1054, 8.000000, 2.320380
1055, 8.000000, 2.315447
1056, 8.000000, 2.318736
1057, 8.000000, 2.314132
1058, 8.000000, 2.314790
1059, 8.000000, 2.318736
1060, 8.000000, 2.316763
1061, 8.000000, 2.316763
1062, 8.000000, 2.319722
1063, 8.000000, 2.311172
1064, 8.000000, 2.315447
1065, 8.000000, 2.318407
1066, 8.000000, 2.316105
1067, 8.000000, 2.314132
1068, 8.000000, 2.312488
1069, 8.000000, 2.317420
1070, 8.000000, 2.316105
1071, 8.000000, 2.317749
1072, 8.000000, 2.318407
1073, 8.000000, 2.317092
1074, 8.000000, 2.314461
1075, 8.000000, 2.316763
1076, 8.000000, 2.317420
1077, 8.000000, 2.316763
1078, 8.000000, 2.313803
1079, 8.000000, 2.317420
1080, 8.000000, 2.311501
1081, 8.000000, 2.318407
1082, 8.000000, 2.313145
1083, 8.000000, 2.312817
1084, 8.000000, 2.312488
1085, 8.000000, 2.312159
1086, 8.000000, 2.313474
1087, 8.000000, 2.315447
1088, 8.000000, 2.316434
1089, 8.000000, 2.313474
1090, 8.000000, 2.315447
1091, 8.000000, 2.313803
1092, 8.000000, 2.311501
1093, 8.000000, 2.313145
1094, 8.000000, 2.315447
1095, 8.000000, 2.312159
1096, 8.000000, 2.309857
1097, 8.000000, 2.314790
1098, 8.000000, 2.311172
1099, 8.000000, 2.310515
1100, 8.000000, 2.314132
1101, 8.000000, 2.311172
1102, 8.000000, 2.310843
1103, 8.000000, 2.306239
1104, 8.000000, 2.309857
1105, 8.000000, 2.310186
1106, 8.000000, 2.310843
1107, 8.000000, 2.310515
1108, 8.000000, 2.310186
1109, 8.000000, 2.308213
1110, 8.000000, 2.312488
1111, 8.000000, 2.313803
1112, 8.000000, 2.310843
1113, 8.000000, 2.312159
1114, 8.000000, 2.309857
1115, 8.000000, 2.308870
1116, 8.000000, 2.311830
1117, 8.000000, 2.305911
1118, 8.000000, 2.309528
1119, 8.000000, 2.306897
1120, 8.000000, 2.310186
1121, 8.000000, 2.302622
1122, 8.000000, 2.308213
1123, 8.000000, 2.305911
1124, 8.000000, 2.307555
1125, 8.000000, 2.310186
1126, 8.000000, 2.308541
1127, 8.000000, 2.309857
1128, 8.000000, 2.311501
1129, 8.000000, 2.307226
1130, 8.000000, 2.310186
1131, 8.000000, 2.306897
1132, 8.000000, 2.308213
1133, 8.000000, 2.308870
1134, 8.000000, 2.310843
1135, 8.000000, 2.304266
1136, 8.000000, 2.306897
1137, 8.000000, 2.307226
1138, 8.000000, 2.309199
1139, 8.000000, 2.307226
1140, 8.000000, 2.307555
1141, 8.000000, 2.309199
1142, 8.000000, 2.310843
1143, 8.000000, 2.307884
1144, 8.000000, 2.307226
1145, 8.000000, 2.304924
1146, 8.000000, 2.304266
1147, 8.000000, 2.309528
1148, 8.000000, 2.307555
1149, 8.000000, 2.307884
1150, 8.000000, 2.304595
1151, 8.000000, 2.302951
1152, 8.000000, 2.306897
1153, 8.000000, 2.302622
1154, 8.000000, 2.305911
1155, 8.000000, 2.303609
1156, 8.000000, 2.305582
1157, 8.000000, 2.306897
1158, 8.000000, 2.304924
1159, 8.000000, 2.305911
1160, 8.000000, 2.306897
1161, 8.000000, 2.305582
1162, 8.000000, 2.304595
1163, 8.000000, 2.307555
1164, 8.000000, 2.307226
1165, 8.000000, 2.305253
1166, 8.000000, 2.302293
1167, 8.000000, 2.302951
1168, 8.000000, 2.306239
1169, 8.000000, 2.302951
1170, 8.000000, 2.304266
1171, 8.000000, 2.302622
1172, 8.000000, 2.304266
1173, 8.000000, 2.304595
1174, 8.000000, 2.306568
1175, 8.000000, 2.306239
1176, 8.000000, 2.306897
1177, 8.000000, 2.301636
1178, 8.000000, 2.304266
1179, 8.000000, 2.304266
1180, 8.000000, 2.303280
1181, 8.000000, 2.304266
1182, 8.000000, 2.305911
1183, 8.000000, 2.306239
1184, 8.000000, 2.302951
1185, 8.000000, 2.299662
1186, 8.000000, 2.304595
1187, 8.000000, 2.299334
1188, 8.000000, 2.300649
1189, 8.000000, 2.300978
1190, 8.000000, 2.305911
1191, 8.000000, 2.302622
1192, 8.000000, 2.301964
1193, 8.000000, 2.301307
1194, 8.000000, 2.300320
1195, 8.000000, 2.299991
1196, 8.000000, 2.300320
1197, 8.000000, 2.300320
1198, 8.000000, 2.299005
1199, 8.000000, 2.304266
1200, 8.000000, 2.300978
1201, 8.000000, 2.301307
1202, 8.000000, 2.299991
1203, 8.000000, 2.301636
1204, 8.000000, 2.299662
1205, 8.000000, 2.299662
1206, 8.000000, 2.298018
1207, 8.000000, 2.299991
1208, 8.000000, 2.301636
1209, 8.000000, 2.300978
1210, 8.000000, 2.299005
1211, 8.000000, 2.296703
1212, 8.000000, 2.299991
1213, 8.000000, 2.301964
1214, 8.000000, 2.302293
1215, 8.000000, 2.298018
1216, 8.000000, 2.300649
1217, 8.000000, 2.299662
1218, 8.000000, 2.298676
1219, 8.000000, 2.305911
1220, 8.000000, 2.300649
1221, 8.000000, 2.300978
1222, 8.000000, 2.299991
1223, 8.000000, 2.297032
1224, 8.000000, 2.300320
1225, 8.000000, 2.299005
1226, 8.000000, 2.303280
1227, 8.000000, 2.298347
1228, 8.000000, 2.302951
1229, 8.000000, 2.296703
1230, 8.000000, 2.299334
1231, 8.000000, 2.297360
1232, 8.000000, 2.299005
1233, 8.000000, 2.298676
1234, 8.000000, 2.300320
1235, 8.000000, 2.299991
1236, 8.000000, 2.299005
1237, 8.000000, 2.299991
1238, 8.000000, 2.299334
1239, 8.000000, 2.297689
1240, 8.000000, 2.297032
1241, 8.000000, 2.296703
1242, 8.000000, 2.299991
1243, 8.000000, 2.298018
1244, 8.000000, 2.298347
1245, 8.000000, 2.299334
1246, 8.000000, 2.298676
1247, 8.000000, 2.298347
1248, 8.000000, 2.295716
1249, 8.000000, 2.296374
1250, 8.000000, 2.298018
1251, 8.000000, 2.296045
1252, 8.000000, 2.299334
1253, 8.000000, 2.298676
1254, 8.000000, 2.294730
1255, 8.000000, 2.299662
1256, 8.000000, 2.298676
1257, 8.000000, 2.292099
1258, 8.000000, 2.297360
1259, 8.000000, 2.294730
1260, 8.000000, 2.298676
1261, 8.000000, 2.296703
1262, 8.000000, 2.297032
1263, 8.000000, 2.298347
1264, 8.000000, 2.297032
1265, 8.000000, 2.297360
1266, 8.000000, 2.297360
1267, 8.000000, 2.294401
1268, 8.000000, 2.294730
1269, 8.000000, 2.296045
1270, 8.000000, 2.295716
1271, 8.000000, 2.296374
1272, 8.000000, 2.293743
1273, 8.000000, 2.295058
1274, 8.000000, 2.293085
1275, 8.000000, 2.294072
1276, 8.000000, 2.298018
1277, 8.000000, 2.297032
1278, 8.000000, 2.294072
1279, 8.000000, 2.296045
1280, 8.000000, 2.292099
1281, 8.000000, 2.293743
1282, 8.000000, 2.295716
1283, 8.000000, 2.294730
1284, 8.000000, 2.292099
1285, 8.000000, 2.293414
1286, 8.000000, 2.296374
1287, 8.000000, 2.291770
1288, 8.000000, 2.298347
1289, 8.000000, 2.298018
1290, 8.000000, 2.293085
1291, 8.000000, 2.294072
1292, 8.000000, 2.295058
1293, 8.000000, 2.294730
1294, 8.000000, 2.294730
1295, 8.000000, 2.293085
1296, 8.000000, 2.295058
1297, 8.000000, 2.296374
1298, 8.000000, 2.296703
1299, 8.000000, 2.294072
1300, 8.000000, 2.295387
1301, 8.000000, 2.292756
1302, 8.000000, 2.292099
1303, 8.000000, 2.292428
1304, 8.000000, 2.288810
1305, 8.000000, 2.295058
1306, 8.000000, 2.293743
1307, 8.000000, 2.294072
1308, 8.000000, 2.293743
1309, 8.000000, 2.292756
1310, 8.000000, 2.291441
1311, 8.000000, 2.291112
1312, 8.000000, 2.293414
1313, 8.000000, 2.290783
1314, 8.000000, 2.291112
1315, 8.000000, 2.293414
1316, 8.000000, 2.294730
1317, 8.000000, 2.292099
1318, 8.000000, 2.292756
1319, 8.000000, 2.292756
1320, 8.000000, 2.291770
1321, 8.000000, 2.296374
1322, 8.000000, 2.294072
1323, 8.000000, 2.292756
1324, 8.000000, 2.293743
1325, 8.000000, 2.292756
1326, 8.000000, 2.294730
1327, 8.000000, 2.291441
1328, 8.000000, 2.290126
1329, 8.000000, 2.289797
1330, 8.000000, 2.292099
1331, 8.000000, 2.292756
1332, 8.000000, 2.291441
1333, 8.000000, 2.292099
1334, 8.000000, 2.289139
1335, 8.000000, 2.293414
1336, 8.000000, 2.288810
1337, 8.000000, 2.291770
1338, 8.000000, 2.290126
1339, 8.000000, 2.290783
1340, 8.000000, 2.291112
1341, 8.000000, 2.290783
1342, 8.000000, 2.291770
1343, 8.000000, 2.297360
1344, 8.000000, 2.289797
1345, 8.000000, 2.291112
1346, 8.000000, 2.289797
1347, 8.000000, 2.287824
1348, 8.000000, 2.292428
1349, 8.000000, 2.291770
1350, 8.000000, 2.290783
1351, 8.000000, 2.293743
1352, 8.000000, 2.285522
1353, 8.000000, 2.289797
1354, 8.000000, 2.293085
1355, 8.000000, 2.292756
1356, 8.000000, 2.291441
1357, 8.000000, 2.290455
1358, 8.000000, 2.290783
1359, 8.000000, 2.289797
1360, 8.000000, 2.291770
1361, 8.000000, 2.291770
1362, 8.000000, 2.285193
1363, 8.000000, 2.293085
1364, 8.000000, 2.291770
1365, 8.000000, 2.287824
1366, 8.000000, 2.291441
1367, 8.000000, 2.293414
1368, 8.000000, 2.290455
1369, 8.000000, 2.289797
1370, 8.000000, 2.292756
1371, 8.000000, 2.291112
1372, 8.000000, 2.290126
1373, 8.000000, 2.289139
1374, 8.000000, 2.291112
1375, 8.000000, 2.288481
1376, 8.000000, 2.291112
1377, 8.000000, 2.293085
1378, 8.000000, 2.285193
1379, 8.000000, 2.290783
1380, 8.000000, 2.289468
1381, 8.000000, 2.293085
1382, 8.000000, 2.294401
1383, 8.000000, 2.290126
1384, 8.000000, 2.290455
1385, 8.000000, 2.288810
1386, 8.000000, 2.290455
1387, 8.000000, 2.290783
1388, 8.000000, 2.290783
1389, 8.000000, 2.292099
1390, 8.000000, 2.288810
1391, 8.000000, 2.290455
1392, 8.000000, 2.289468
1393, 8.000000, 2.288810
1394, 8.000000, 2.291770
1395, 8.000000, 2.289139
1396, 8.000000, 2.289468
1397, 8.000000, 2.293743
1398, 8.000000, 2.289139
1399, 8.000000, 2.292428
1400, 8.000000, 2.285851
1401, 8.000000, 2.292099
1402, 8.000000, 2.288810
1403, 8.000000, 2.289139
1404, 8.000000, 2.288481
1405, 8.000000, 2.289797
1406, 8.000000, 2.284206
1407, 8.000000, 2.289797
1408, 8.000000, 2.286508
1409, 8.000000, 2.291112
1410, 8.000000, 2.287824
1411, 8.000000, 2.285851
1412, 8.000000, 2.287166
1413, 8.000000, 2.291112
1414, 8.000000, 2.286179
1415, 8.000000, 2.290455
1416, 8.000000, 2.289468
1417, 8.000000, 2.287166
1418, 8.000000, 2.289139
1419, 8.000000, 2.291441
1420, 8.000000, 2.288810
1421, 8.000000, 2.289797
1422, 8.000000, 2.288481
1423, 8.000000, 2.289468
1424, 8.000000, 2.291112
1425, 8.000000, 2.288481
1426, 8.000000, 2.299991
1427, 8.000000, 2.298018
1428, 8.000000, 2.269737
1429, 8.000000, 2.270723
1430, 8.000000, 2.288153
1431, 8.000000, 2.283220
1432, 8.000000, 2.274012
1433, 8.000000, 2.291112
1434, 8.000000, 2.275656
1435, 8.000000, 2.284206
1436, 8.000000, 2.303609
1437, 8.000000, 2.278945
1438, 8.000000, 2.280589
1439, 8.000000, 2.289139
1440, 8.000000, 2.290126
1441, 8.000000, 2.288810
1442, 8.000000, 2.288481
1443, 8.000000, 2.291770
1444, 8.000000, 2.286837
1445, 8.000000, 2.290783
1446, 8.000000, 2.287824
1447, 8.000000, 2.286508
1448, 8.000000, 2.290455
1449, 8.000000, 2.285193
1450, 8.000000, 2.290126
1451, 8.000000, 2.284535
1452, 8.000000, 2.289139
1453, 8.000000, 2.284864
1454, 8.000000, 2.284535
1455, 8.000000, 2.290126
1456, 8.000000, 2.290126
1457, 8.000000, 2.285193
1458, 8.000000, 2.288153
1459, 8.000000, 2.284206
1460, 8.000000, 2.286508
1461, 8.000000, 2.288153
1462, 8.000000, 2.288810
1463, 8.000000, 2.287166
1464, 8.000000, 2.293414
1465, 8.000000, 2.291770
1466, 8.000000, 2.298347
1467, 8.000000, 2.285851
1468, 8.000000, 2.294401
1469, 8.000000, 2.294401
1470, 8.000000, 2.292428
1471, 8.000000, 2.286508
1472, 8.000000, 2.301964
1473, 8.000000, 2.290455
1474, 8.000000, 2.292756
1475, 8.000000, 2.299662
1476, 8.000000, 2.275327
1477, 8.000000, 2.276972
1478, 8.000000, 2.290783
1479, 8.000000, 2.286508
1480, 8.000000, 2.255596
1481, 8.000000, 2.324326
1482, 8.000000, 2.280260
1483, 8.000000, 2.272039
1484, 8.000000, 2.353923
1485, 8.000000, 2.332548
1486, 8.000000, 2.414103
1487, 8.000000, 2.390097
1488, 8.000000, 2.459814
1489, 8.000000, 2.409171
1490, 8.000000, 2.457512
1491, 8.000000, 2.498619
1492, 8.000000, 2.586094
1493, 8.000000, 2.633449
1494, 8.000000, 2.628187
1495, 8.000000, 2.665019
1496, 8.000000, 2.682777
1497, 8.000000, 2.708756
1498, 8.000000, 2.723555
1499, 8.000000, 2.815305
1500, 8.000000, 2.928430
1501, 8.000000, 2.920867
1502, 8.000000, 2.931061
1503, 8.000000, 2.947833
1504, 8.000000, 3.010315
1505, 8.000000, 3.049120
1506, 8.000000, 3.073784
1507, 8.000000, 3.124427
1508, 8.000000, 3.166192
1509, 8.000000, 3.148433
1510, 8.000000, 3.144158
1511, 8.000000, 3.091542
1512, 8.000000, 3.063918
1513, 8.000000, 3.076415
1514, 8.000000, 3.073455
1515, 8.000000, 3.110286
1516, 8.000000, 3.166192
1517, 8.000000, 3.131991
1518, 8.000000, 3.135608
1519, 8.000000, 3.101079
1520, 8.000000, 3.131004
1521, 8.000000, 3.119823
1522, 8.000000, 3.100421
1523, 8.000000, 3.115219
1524, 8.000000, 3.143172
1525, 8.000000, 3.017221
1526, 8.000000, 3.037939
1527, 8.000000, 3.067535
1528, 8.000000, 2.965262
1529, 8.000000, 2.934021
1530, 8.000000, 2.914290
1531, 8.000000, 2.867592
1532, 8.000000, 2.830103
1533, 8.000000, 2.749534
1534, 8.000000, 2.740984
1535, 8.000000, 2.774856
1536, 8.000000, 2.682448
1537, 8.000000, 2.623254
1538, 8.000000, 2.622597
1539, 8.000000, 2.594644
1540, 8.000000, 2.568007
1541, 8.000000, 2.939940
1542, 8.000000, 8.607101
1543, 8.000000, 9.633467
1544, 8.000000, 10.178387
1545, 8.000000, 9.956407
1546, 8.000000, 9.987977
1547, 8.000000, 9.535796
1548, 8.000000, 9.570655
1549, 8.000000, 9.325326
1550, 8.000000, 9.161884
1551, 8.000000, 9.042179
1552, 8.000000, 8.829737
1553, 8.000000, 8.648865
1554, 8.000000, 8.466678
1555, 8.000000, 8.343028
1556, 8.000000, 8.088493
1557, 8.000000, 7.953661
1558, 8.000000, 7.683012
1559, 8.000000, 7.611322
1560, 8.000000, 7.422229
1561, 8.000000, 7.250895
1562, 8.000000, 6.961173
1563, 8.000000, 6.683290
1564, 8.000000, 6.692498
1565, 8.000000, 6.275509
1566, 8.000000, 6.180470
1567, 8.000000, 5.889762
1568, 8.000000, 5.664496
1569, 8.000000, 5.340575
1570, 8.000000, 4.821313
1571, 8.000000, 4.783495
1572, 8.000000, 4.746663
1573, 8.000000, 4.601310
1574, 8.000000, 4.569740
1575, 8.000000, 4.444446
1576, 8.000000, 4.294818
1577, 8.000000, 4.312247
1578, 8.000000, 4.201752
1579, 8.000000, 4.139928
1580, 8.000000, 4.054754
1581, 8.000000, 4.000822
1582, 8.000000, 3.893287
1583, 8.000000, 3.852509
1584, 8.000000, 3.770625
1585, 8.000000, 3.780490
1586, 8.000000, 3.693673
1587, 8.000000, 3.640399
1588, 8.000000, 3.593701
1589, 8.000000, 3.560487
1590, 8.000000, 3.566407
1591, 8.000000, 3.465777
1592, 8.000000, 3.485508
1593, 8.000000, 3.413490
1594, 8.000000, 3.394745
1595, 8.000000, 3.348376
1596, 8.000000, 3.298720
1597, 8.000000, 3.251693
1598, 8.000000, 3.256955
1599, 8.000000, 3.244130
1600, 8.000000, 3.258271
1601, 8.000000, 3.242814
1602, 8.000000, 3.670324
1603, 8.000000, 3.321410
1604, 8.000000, 3.358242
1605, 8.000000, 3.365477
1606, 8.000000, 3.381591
1607, 8.000000, 3.366792
1608, 8.000000, 3.492086
1609, 8.000000, 3.486166
1610, 8.000000, 3.503267
1611, 8.000000, 3.554239
1612, 8.000000, 3.582849
1613, 8.000000, 4.168867
1614, 8.000000, 4.343159
1615, 8.000000, 4.330005
1616, 8.000000, 4.276731
1617, 8.000000, 6.581345
1618, 8.000000, 2.286179
1619, 8.000000, 2.283877
1620, 8.000000, 2.283877
1621, 8.000000, 2.279602
1622, 8.000000, 2.288153
1623, 8.000000, 2.289468
1624, 8.000000, 2.280918
1625, 8.000000, 2.286508
1626, 8.000000, 2.285522
1627, 8.000000, 2.287166
1628, 8.000000, 2.283220
1629, 8.000000, 2.285851
1630, 8.000000, 2.284864
1631, 8.000000, 2.285193
1632, 8.000000, 2.283549
1633, 8.000000, 2.284206
1634, 8.000000, 2.283220
1635, 8.000000, 2.283220
1636, 8.000000, 2.289468
1637, 8.000000, 2.286837
1638, 8.000000, 2.279602
1639, 8.000000, 2.284206
1640, 8.000000, 2.278287
1641, 8.000000, 2.281904
1642, 8.000000, 2.289139
1643, 8.000000, 2.284864
1644, 8.000000, 2.285193
1645, 8.000000, 2.287824
1646, 8.000000, 2.286508
1647, 8.000000, 2.283877
1648, 8.000000, 2.287166
1649, 8.000000, 2.291441
1650, 8.000000, 2.284206
1651, 8.000000, 2.284535
1652, 8.000000, 2.284206
1653, 8.000000, 2.278945
1654, 8.000000, 2.284206
1655, 8.000000, 2.287166
1656, 8.000000, 2.286508
1657, 8.000000, 2.287166
1658, 8.000000, 2.282891
1659, 8.000000, 2.282562
1660, 8.000000, 2.283549
1661, 8.000000, 2.284206
1662, 8.000000, 2.283877
1663, 8.000000, 2.286508
1664, 8.000000, 2.286179
1665, 8.000000, 2.285522
1666, 8.000000, 2.286179
1667, 8.000000, 2.283220
1668, 8.000000, 2.286179
1669, 8.000000, 2.284206
1670, 8.000000, 2.285193
1671, 8.000000, 2.284535
1672, 8.000000, 2.286179
1673, 8.000000, 2.283877
1674, 8.000000, 2.282233
1675, 8.000000, 2.283220
1676, 8.000000, 2.286837
1677, 8.000000, 2.285522
1678, 8.000000, 2.283549
1679, 8.000000, 2.284206
1680, 8.000000, 2.282891
1681, 8.000000, 2.285522
1682, 8.000000, 2.285193
1683, 8.000000, 2.282891
1684, 8.000000, 2.283220
1685, 8.000000, 2.281904
1686, 8.000000, 2.279273
1687, 8.000000, 2.282891
1688, 8.000000, 2.284864
1689, 8.000000, 2.282233
1690, 8.000000, 2.281575
1691, 8.000000, 2.283877
1692, 8.000000, 2.284206
1693, 8.000000, 2.280260
1694, 8.000000, 2.283549
1695, 8.000000, 2.282891
1696, 8.000000, 2.285851
1697, 8.000000, 2.285522
1698, 8.000000, 2.284206
1699, 8.000000, 2.283877
1700, 8.000000, 2.286179
1701, 8.000000, 2.285522
1702, 8.000000, 2.285193
1703, 8.000000, 2.284864
1704, 8.000000, 2.282233
1705, 8.000000, 2.283220
1706, 8.000000, 2.282562
1707, 8.000000, 2.284535
1708, 8.000000, 2.282562
1709, 8.000000, 2.282562
1710, 8.000000, 2.284864
1711, 8.000000, 2.282562
1712, 8.000000, 2.285193
1713, 8.000000, 2.281247
1714, 8.000000, 2.278945
1715, 8.000000, 2.283549
1716, 8.000000, 2.279931
1717, 8.000000, 2.281904
1718, 8.000000, 2.281575
1719, 8.000000, 2.283877
1720, 8.000000, 2.283220
1721, 8.000000, 2.286179
1722, 8.000000, 2.286179
1723, 8.000000, 2.282562
1724, 8.000000, 2.281904
1725, 8.000000, 2.283220
1726, 8.000000, 2.284535
1727, 8.000000, 2.284535
1728, 8.000000, 2.282891
1729, 8.000000, 2.280918
1730, 8.000000, 2.280918
1731, 8.000000, 2.285193
1732, 8.000000, 2.285193
1733, 8.000000, 2.284864
1734, 8.000000, 2.282233
1735, 8.000000, 2.283877
1736, 8.000000, 2.282891
1737, 8.000000, 2.284206
1738, 8.000000, 2.280918
1739, 8.000000, 2.282891
1740, 8.000000, 2.282233
1741, 8.000000, 2.285193
1742, 8.000000, 2.281904
1743, 8.000000, 2.281904
1744, 8.000000, 2.284864
1745, 8.000000, 2.284206
1746, 8.000000, 2.283877
1747, 8.000000, 2.285522
1748, 8.000000, 2.284206
1749, 8.000000, 2.284206
1750, 8.000000, 2.281904
1751, 8.000000, 2.283877
1752, 8.000000, 2.281904
1753, 8.000000, 2.283220
1754, 8.000000, 2.280589
1755, 8.000000, 2.285851
1756, 8.000000, 2.280589
1757, 8.000000, 2.283877
1758, 8.000000, 2.283220
1759, 8.000000, 2.282562
1760, 8.000000, 2.284535
1761, 8.000000, 2.281575
1762, 8.000000, 2.282562
1763, 8.000000, 2.282891
1764, 8.000000, 2.283220
1765, 8.000000, 2.289139
1766, 8.000000, 2.285851
1767, 8.000000, 2.285193
1768, 8.000000, 2.285193
1769, 8.000000, 2.284864
1770, 8.000000, 2.284864
1771, 8.000000, 2.281575
1772, 8.000000, 2.286179
1773, 8.000000, 2.284206
1774, 8.000000, 2.285193
1775, 8.000000, 2.281904
1776, 8.000000, 2.279602
1777, 8.000000, 2.280260
1778, 8.000000, 2.289468
1779, 8.000000, 2.279273
1780, 8.000000, 2.281247
1781, 8.000000, 2.281904
1782, 8.000000, 2.283220
1783, 8.000000, 2.282562
1784, 8.000000, 2.277958
1785, 8.000000, 2.285522
1786, 8.000000, 2.282891
1787, 8.000000, 2.284864
1788, 8.000000, 2.278616
1789, 8.000000, 2.281575
1790, 8.000000, 2.285522
1791, 8.000000, 2.281904
1792, 8.000000, 2.285193
1793, 8.000000, 2.280589
1794, 8.000000, 2.282233
1795, 8.000000, 2.287824
1796, 8.000000, 2.282233
1797, 8.000000, 2.288481
1798, 8.000000, 2.279931
1799, 8.000000, 2.282891
1800, 8.000000, 2.283220
1801, 2.000000, 2.281904
1802, 2.000000, 2.283549
1803, 2.000000, 2.283877
1804, 2.000000, 2.282233
1805, 2.000000, 2.281904
1806, 2.000000, 2.276314
1807, 2.000000, 2.287824
1808, 2.000000, 2.281575
1809, 2.000000, 2.288153
1810, 2.000000, 2.284864
1811, 2.000000, 2.284535
1812, 2.000000, 2.272368
1813, 2.000000, 2.273354
1814, 2.000000, 2.288810
1815, 2.000000, 2.279602
1816, 2.000000, 2.282562
1817, 2.000000, 2.292756
1818, 2.000000, 2.281575
1819, 2.000000, 2.279602
1820, 2.000000, 2.285193
1821, 2.000000, 2.282891
1822, 2.000000, 2.290455
1823, 2.000000, 2.284206
1824, 2.000000, 2.284535
1825, 2.000000, 2.285522
1826, 2.000000, 2.301964
1827, 2.000000, 2.283220
1828, 2.000000, 2.290455
1829, 2.000000, 2.306897
1830, 2.000000, 2.309857
1831, 2.000000, 2.305582
1832, 2.000000, 2.318736
1833, 2.000000, 2.321038
1834, 2.000000, 2.306568
1835, 2.000000, 2.310186
1836, 2.000000, 2.315776
1837, 2.000000, 2.322682
1838, 2.000000, 2.315447
1839, 2.000000, 2.328602
1840, 2.000000, 2.342085
1841, 2.000000, 2.320709
1842, 2.000000, 2.330903
1843, 2.000000, 2.330575
1844, 2.000000, 2.352608
1845, 2.000000, 2.356225
1846, 2.000000, 2.354252
1847, 2.000000, 2.344715
1848, 2.000000, 2.351621
1849, 2.000000, 2.359843
1850, 2.000000, 2.353594
1851, 2.000000, 2.351950
1852, 2.000000, 2.365104
1853, 2.000000, 2.369708
1854, 2.000000, 2.369379
1855, 2.000000, 2.380889
1856, 2.000000, 2.373983
1857, 2.000000, 2.372668
1858, 2.000000, 2.378916
1859, 2.000000, 2.372668
1860, 2.000000, 2.379245
1861, 2.000000, 2.394372
1862, 2.000000, 2.384835
1863, 2.000000, 2.391741
1864, 2.000000, 2.403580
1865, 2.000000, 2.405553
1866, 2.000000, 2.397990
1867, 2.000000, 2.406211
1868, 2.000000, 2.418707
1869, 2.000000, 2.409499
1870, 2.000000, 2.425284
1871, 2.000000, 2.420023
1872, 2.000000, 2.424627
1873, 2.000000, 2.436794
1874, 2.000000, 2.416734
1875, 2.000000, 2.437123
1876, 2.000000, 2.435150
1877, 2.000000, 2.421667
1878, 2.000000, 2.440412
1879, 2.000000, 2.445345
1880, 2.000000, 2.445016
1881, 2.000000, 2.446002
1882, 2.000000, 2.451922
1883, 2.000000, 2.453566
1884, 2.000000, 2.456197
1885, 2.000000, 2.455868
1886, 2.000000, 2.470009
1887, 2.000000, 2.457512
1888, 2.000000, 2.460143
1889, 2.000000, 2.471324
1890, 2.000000, 2.464089
1891, 2.000000, 2.472639
1892, 2.000000, 2.470337
1893, 2.000000, 2.473955
1894, 2.000000, 2.489082
1895, 2.000000, 2.473955
1896, 2.000000, 2.492371
1897, 2.000000, 2.482176
1898, 2.000000, 2.472639
1899, 2.000000, 2.503552
1900, 2.000000, 2.486451
1901, 2.000000, 2.498948
1902, 2.000000, 2.498619
1903, 2.000000, 2.509471
1904, 2.000000, 2.518021
1905, 2.000000, 2.507827
1906, 2.000000, 2.501578
1907, 2.000000, 2.506840
1908, 2.000000, 2.511773
1909, 2.000000, 2.512759
1910, 2.000000, 2.511444
1911, 2.000000, 2.521310
1912, 2.000000, 2.532820
1913, 2.000000, 2.527887
1914, 2.000000, 2.531833
1915, 2.000000, 2.531504
1916, 2.000000, 2.536437
1917, 2.000000, 2.515719
1918, 2.000000, 2.544987
1919, 2.000000, 2.539397
1920, 2.000000, 2.550578
1921, 2.000000, 2.545974
1922, 2.000000, 2.539725
1923, 2.000000, 2.552880
1924, 2.000000, 2.559786
1925, 2.000000, 2.553537
1926, 2.000000, 2.559128
1927, 2.000000, 2.561430
1928, 2.000000, 2.550578
1929, 2.000000, 2.559128
1930, 2.000000, 2.556826
