k,y_pred
2880,3.0750835070251052
2881,3.0751972263949217
2882,3.075310628260304
2883,3.075423713507725
2884,3.0755364830211818
2885,3.075648937682203
2886,3.0757610783698572
2887,3.0758729059607575
2888,3.07598442132907
2889,3.07609562534652
2890,3.076206518882399
2891,3.076317102803571
2892,3.076427377974481
2893,3.0765373452571585
2894,3.0766470055112283
2895,3.076756359593914
2896,3.076865408360045
2897,3.0769741526620664
2898,3.077082593350041
2899,3.077190731271659
2900,3.0772985672722446
2901,3.077406102194761
2902,3.0775133368798175
2903,3.0776202721656776
2904,3.0777269088882635
2905,3.0778332478811636
2906,3.0779392899756393
2907,3.078045036000631
2908,3.0781504867827643
2909,3.078255643146357
2910,3.078360505913426
2911,3.0784650759036922
2912,3.0785693539345886
2913,3.0786733408212656
2914,3.078777037376598
2915,3.07888044441119
2916,3.078983562733384
2917,3.079086393149265
2918,3.079188936462667
2919,3.07929119347518
2920,3.079393164986156
2921,3.0794948517927154
2922,3.079596254689753
2923,3.079697374469943
2924,3.0797982119237486
2925,3.0798987678394245
2926,3.079999043003025
2927,3.0800990381984104
2928,3.080198754207251
2929,3.080298191809036
2930,3.0803973517810777
2931,3.080496234898518
2932,3.080594841934335
2933,3.080693173659349
2934,3.0807912308422267
2935,3.08088901424949
2936,3.0809865246455206
2937,3.0810837627925656
2938,3.0811807294507436
2939,3.081277425378052
2940,3.0813738513303712
2941,3.081470008061471
2942,3.081565896323017
2943,3.0816615168645765
2944,3.081756870433623
2945,3.0818519577755437
2946,3.081946779633645
2947,3.0820413367491577
2948,3.0821356298612423
2949,3.082229659706997
2950,3.0823234270214606
2951,3.0824169325376207
2952,3.0825101769864185
2953,3.0826031610967535
2954,3.0826958855954905
2955,3.082788351207465
2956,3.0828805586554893
2957,3.0829725086603563
2958,3.0830642019408474
2959,3.083155639213737
2960,3.0832468211937987
2961,3.083337748593809
2962,3.083428422124556
2963,3.083518842494842
2964,3.0836090104114917
2965,3.083698926579355
2966,3.083788591701315
2967,3.0838780064782907
2968,3.0839671716092463
2969,3.084056087791193
2970,3.084144755719196
2971,3.0842331760863804
2972,3.0843213495839357
2973,3.0844092769011224
2974,3.0844969587252757
2975,3.0845843957418118
2976,3.0846715886342335
2977,3.0847585380841354
2978,3.084845244771209
2979,3.0849317093732482
2980,3.0850179325661538
2981,3.08510391502394
2982,3.085189657418739
2983,3.0852751604208075
2984,3.0853604246985293
2985,3.0854454509184226
2986,3.085530239745145
2987,3.085614791841498
2988,3.0856991078684324
2989,3.0857831884850544
2990,3.0858670343486296
2991,3.085950646114588
2992,3.0860340244365303
2993,3.086117169966232
2994,3.0862000833536487
2995,3.086282765246922
2996,3.0863652162923834
2997,3.0864474371345594
2998,3.0865294284161777
2999,3.0866111907781715
3000,3.086692724859684
3001,3.086774031298075
3002,3.086855110728923
3003,3.086935963786033
3004,3.0870165911014413
3005,3.087096993305418
3006,3.0871771710264744
3007,3.0872571248913663
3008,3.0873368555251
3009,3.0874163635509375
3010,3.0874956495903993
3011,3.0875747142632717
3012,3.08765355818761
3013,3.0877321819797436
3014,3.087810586254282
3015,3.0878887716241183
3016,3.087966738700434
3017,3.0880444880927045
3018,3.088122020408704
3019,3.0881993362545086
3020,3.0882764362345037
3021,3.0883533209513865
3022,3.0884299910061714
3023,3.0885064469981947
3024,3.0885826895251194
3025,3.0886587191829404
3026,3.088734536565988
3027,3.0888101422669334
3028,3.0888855368767927
3029,3.0889607209849324
3030,3.089035695179073
3031,3.089110460045294
3032,3.0891850161680394
3033,3.089259364130121
3034,3.0893335045127226
3035,3.0894074378954066
3036,3.0894811648561165
3037,3.0895546859711827
3038,3.0896280018153255
3039,3.0897011129616616
3040,3.089774019981707
3041,3.089846723445383
3042,3.089919223921018
3043,3.0899915219753544
3044,3.090063618173553
3045,3.090135513079196
3046,3.090207207254292
3047,3.0902787012592805
3048,3.0903499956530363
3049,3.090421090992874
3050,3.0904919878345525
3051,3.090562686732278
3052,3.09063318823871
3053,3.090703492904965
3054,3.0907736012806204
3055,3.09084351391372
3056,3.090913231350777
3057,3.090982754136778
3058,3.091052082815189
3059,3.091121217927958
3060,3.0911901600155214
3061,3.0912589096168044
3062,3.091327467269229
3063,3.0913958335087157
3064,3.09146400886969
3065,3.0915319938850847
3066,3.0915997890863443
3067,3.0916673950034297
3068,3.0917348121648223
3069,3.091802041097528
3070,3.091869082327081
3071,3.091935936377549
3072,3.0920026037715354
3073,3.092069085030185
3074,3.092135380673188
3075,3.0922014912187827
3076,3.0922674171837614
3077,3.092333159083473
3078,3.0923987174318275
3079,3.0924640927413005
3080,3.0925292855229363
3081,3.0925942962863524
3082,3.0926591255397438
3083,3.0927237737898863
3084,3.092788241542141
3085,3.092852529300458
3086,3.09291663756738
3087,3.092980566844047
3088,3.0930443176302003
3089,3.0931078904241844
3090,3.093171285722954
3091,3.0932345040220754
3092,3.093297545815732
3093,3.093360411596726
3094,3.0934231018564855
3095,3.0934856170850655
3096,3.093547957771153
3097,3.093610124402071
3098,3.0936721174637802
3099,3.093733937440887
3100,3.093795584816643
3101,3.0938570600729514
3102,3.0939183636903693
3103,3.0939794961481124
3104,3.094040457924059
3105,3.0941012494947517
3106,3.0941618713354044
3107,3.0942223239199027
3108,3.09428260772081
3109,3.09434272320937
3110,3.0944026708555104
3111,3.0944624511278476
3112,3.094522064493689
3113,3.0945815114190376
3114,3.094640792368595
3115,3.094699907805765
3116,3.0947588581926593
3117,3.094817643990097
3118,3.094876265657613
3119,3.094934723653457
3120,3.0949930184346006
3121,3.0950511504567393
3122,3.095109120174296
3123,3.0951669280404253
3124,3.095224574507016
3125,3.095282060024696
3126,3.095339385042834
3127,3.095396550009545
3128,3.095453555371692
3129,3.095510401574892
3130,3.0955670890635156
3131,3.0956236182806944
3132,3.095679989668322
3133,3.0957362036670584
3134,3.0957922607163333
3135,3.0958481612543496
3136,3.095903905718087
3137,3.0959594945433047
3138,3.096014928164545
3139,3.0960702070151376
3140,3.096125331527202
3141,3.096180302131651
3142,3.0962351192581954
3143,3.096289783335345
3144,3.0963442947904136
3145,3.096398654049522
3146,3.096452861537601
3147,3.0965069176783957
3148,3.0965608228944674
3149,3.0966145776071983
3150,3.0966681822367934
3151,3.0967216372022843
3152,3.0967749429215337
3153,3.096828099811237
3154,3.096881108286926
3155,3.0969339687629724
3156,3.0969866816525915
3157,3.0970392473678445
3158,3.0970916663196424
3159,3.097143938917748
3160,3.097196065570781
3161,3.0972480466862207
3162,3.097299882670407
3163,3.097351573928547
3164,3.0974031208647155
3165,3.097454523881859
3166,3.0975057833818003
3167,3.0975568997652387
3168,3.0976078734317554
3169,3.0976587047798163
3170,3.0977093942067744
3171,3.097759942108873
3172,3.0978103488812496
3173,3.0978606149179386
3174,3.0979107406118738
3175,3.097960726354892
3176,3.0980105725377363
3177,3.0980602795500585
3178,3.0981098477804228
3179,3.098159277616308
3180,3.098208569444112
3181,3.098257723649153
3182,3.0983067406156737
3183,3.098355620726844
3184,3.098404364364764
3185,3.098452971910467
3186,3.0985014437439227
3187,3.098549780244039
3188,3.0985979817886666
3189,3.0986460487546017
3190,3.0986939815175876
3191,3.0987417804523187
3192,3.098789445932444
3193,3.098836978330568
3194,3.0988843780182562
3195,3.0989316453660356
3196,3.0989787807433995
3197,3.099025784518809
3198,3.0990726570596974
3199,3.0991193987324706
3200,3.0991660099025125
3201,3.0992124909341867
3202,3.0992588421908396
3203,3.099305064034803
3204,3.0993511568273973
3205,3.0993971209289333
3206,3.099442956698717
3207,3.09948866449505
3208,3.0995342446752345
3209,3.099579697595575
3210,3.09962502361138
3211,3.0996702230769677
3212,3.099715296345666
3213,3.0997602437698166
3214,3.0998050657007776
3215,3.0998497624889256
3216,3.09989433448366
3217,3.099938782033403
3218,3.099983105485605
3219,3.1000273051867473
3220,3.100071381482342
3221,3.1001153347169375
3222,3.10015916523412
3223,3.1002028733765163
3224,3.1002464594857972
3225,3.100289923902679
3226,3.1003332669669263
3227,3.100376489017356
3228,3.100419590391839
3229,3.100462571427302
3230,3.100505432459732
3231,3.1005481738241767
3232,3.1005907958547496
3233,3.1006332988846306
3234,3.10067568324607
3235,3.100717949270389
3236,3.100760097287986
3237,3.100802127628335
3238,3.100844040619991
3239,3.1008858365905914
3240,3.100927515866859
3241,3.1009690787746043
3242,3.1010105256387286
3243,3.1010518567832253
3244,3.1010930725311834
3245,3.10113417320479
3246,3.101175159125333
3247,3.1012160306132026
3248,3.1012567879878947
3249,3.1012974315680135
3250,3.1013379616712733
3251,3.1013783786145015
3252,3.101418682713641
3253,3.101458874283752
3254,3.101498953639016
3255,3.1015389210927364
3256,3.1015787769573424
3257,3.1016185215443905
3258,3.1016581551645683
3259,3.1016976781276946
3260,3.101737090742724
3261,3.1017763933177487
3262,3.10181558616
3263,3.1018546695758515
3264,3.1018936438708224
3265,3.1019325093495778
3266,3.1019712663159322
3267,3.1020099150728524
3268,3.1020484559224593
3269,3.10208688916603
3270,3.1021252151040004
3271,3.1021634340359676
3272,3.1022015462606927
3273,3.1022395520761017
3274,3.10227745177929
3275,3.102315245666522
3276,3.102352934033237
3277,3.102390517174048
3278,3.1024279953827447
3279,3.102465368952298
3280,3.102502638174861
3281,3.1025398033417693
3282,3.102576864743547
3283,3.1026138226699063
3284,3.10265067740975
3285,3.102687429251176
3286,3.1027240784814754
3287,3.102760625387139
3288,3.1027970702538568
3289,3.102833413366522
3290,3.102869655009231
3291,3.1029057954652886
3292,3.1029418350172078
3293,3.102977773946713
3294,3.103013612534742
3295,3.1030493510614474
3296,3.103084989806201
3297,3.103120529047594
3298,3.1031559690634394
3299,3.1031913101307755
3300,3.103226552525866
3301,3.103261696524204
3302,3.103296742400513
3303,3.1033316904287496
3304,3.1033665408821056
3305,3.1034012940330102
3306,3.103435950153132
3307,3.1034705095133805
3308,3.1035049723839094
3309,3.103539339034118
3310,3.1035736097326536
3311,3.1036077847474126
3312,3.1036418643455446
3313,3.1036758487934524
3314,3.1037097383567955
3315,3.103743533300492
3316,3.1037772338887195
3317,3.1038108403849183
3318,3.1038443530517936
3319,3.103877772151317
3320,3.103911097944728
3321,3.1039443306925376
3322,3.103977470654529
3323,3.10401051808976
3324,3.1040434732565654
3325,3.1040763364125588
3326,3.104109107814634
3327,3.104141787718968
3328,3.104174376381023
3329,3.104206874055546
3330,3.104239280996576
3331,3.1042715974574397
3332,3.104303823690758
3333,3.104335959948446
3334,3.1043680064817156
3335,3.1043999635410775
3336,3.104431831376343
3337,3.104463610236625
3338,3.104495300370343
3339,3.10452690202522
3340,3.10455841544829
3341,3.1045898408858954
3342,3.104621178583692
3343,3.1046524287866495
3344,3.104683591739053
3345,3.104714667684506
3346,3.104745656865932
3347,3.1047765595255763
3348,3.1048073759050077
3349,3.1048381062451202
3350,3.1048687507861357
3351,3.1048993097676054
3352,3.1049297834284113
3353,3.104960172006769
3354,3.104990475740228
3355,3.105020694865676
3356,3.105050829619338
3357,3.10508088023678
3358,3.1051108469529107
3359,3.1051407300019824
3360,3.105170529617593
3361,3.1052002460326893
3362,3.105229879479567
3363,3.105259430189873
3364,3.105288898394608
3365,3.1053182843241274
3366,3.1053475882081436
3367,3.1053768102757275
3368,3.105405950755311
3369,3.1054350098746877
3370,3.1054639878610146
3371,3.1054928849408157
3372,3.1055217013399816
3373,3.1055504372837732
3374,3.1055790929968214
3375,3.1056076687031307
3376,3.1056361646260795
3377,3.105664580988423
3378,3.105692918012295
3379,3.1057211759192076
3380,3.105749354930056
3381,3.1057774552651174
3382,3.105805477144055
3383,3.105833420785918
3384,3.105861286409145
3385,3.1058890742315626
3386,3.105916784470392
3387,3.1059444173422457
3388,3.1059719730631326
3389,3.105999451848458
3390,3.106026853913026
3391,3.106054179471041
3392,3.1060814287361094
3393,3.1061086019212407
3394,3.1061356992388505
3395,3.1061627209007607
3396,3.1061896671182017
3397,3.106216538101815
3398,3.1062433340616527
3399,3.106270055207182
3400,3.1062967017472833
3401,3.106323273890256
3402,3.106349771843816
3403,3.106376195815101
3404,3.1064025460106692
3405,3.106428822636502
3406,3.1064550258980064
3407,3.106481156000015
3408,3.10650721314679
3409,3.106533197542022
3410,3.106559109388833
3411,3.106584948889778
3412,3.1066107162468475
3413,3.106636411661466
3414,3.106662035334498
3415,3.1066875874662454
3416,3.106713068256451
3417,3.1067384779043015
3418,3.1067638166084253
3419,3.1067890845668975
3420,3.10681428197724
3421,3.1068394090364233
3422,3.1068644659408675
3423,3.106889452886445
3424,3.1069143700684805
3425,3.106939217681754
3426,3.1069639959205015
3427,3.106988704978417
3428,3.1070133450486526
3429,3.107037916323822
3430,3.1070624189960014
3431,3.1070868532567304
3432,3.107111219297013
3433,3.1071355173073214
3434,3.107159747477595
3435,3.1071839099972434
3436,3.1072080050551465
3437,3.107232032839658
3438,3.1072559935386046
3439,3.1072798873392897
3440,3.107303714428493
3441,3.1073274749924735
3442,3.107351169216969
3443,3.1073747972871995
3444,3.1073983593878673
3445,3.10742185570316
3446,3.10744528641675
3447,3.1074686517117973
3448,3.1074919517709505
3449,3.107515186776348
3450,3.10753835690962
3451,3.1075614623518892
3452,3.1075845032837734
3453,3.107607479885385
3454,3.1076303923363344
3455,3.1076532408157305
3456,3.1076760255021814
3457,3.107698746573797
3458,3.10772140420819
3459,3.1077439985824773
3460,3.1077665298732806
3461,3.107788998256729
3462,3.1078114039084603
3463,3.107833747003621
3464,3.107856027716869
3465,3.1078782462223753
3466,3.107900402693823
3467,3.1079224973044117
3468,3.1079445302268565
3469,3.107966501633391
3470,3.1079884116957675
3471,3.108010260585259
3472,3.10803204847266
3473,3.108053775528288
3474,3.108075441921986
3475,3.1080970478231214
3476,3.1081185934005897
3477,3.1081400788228146
3478,3.1081615042577497
3479,3.1081828698728793
3480,3.10820417583522
3481,3.1082254223113224
3482,3.1082466094672725
3483,3.108267737468692
3484,3.10828880648074
3485,3.108309816668115
3486,3.1083307681950556
3487,3.1083516612253415
3488,3.1083724959222954
3489,3.108393272448784
3490,3.108413990967219
3491,3.108434651639559
3492,3.1084552546273105
3493,3.108475800091529
3494,3.1084962881928195
3495,3.1085167190913396
3496,3.1085370929467997
3497,3.1085574099184634
3498,3.108577670165151
3499,3.1085978738452376
3500,3.108618021116658
3501,3.108638112136905
3502,3.1086581470630317
3503,3.1086781260516525
3504,3.1086980492589453
3505,3.108717916840652
3506,3.1087377289520783
3507,3.108757485748098
3508,3.108777187383151
3509,3.108796834011247
3510,3.1088164257859656
3511,3.108835962860457
3512,3.108855445387445
3513,3.108874873519225
3514,3.1088942474076693
3515,3.108913567204225
3516,3.108932833059917
3517,3.1089520451253474
3518,3.1089712035506993
3519,3.1089903084857355
3520,3.109009360079801
3521,3.1090283584818237
3522,3.1090473038403155
3523,3.1090661963033743
3524,3.109085036018684
3525,3.109103823133516
3526,3.1091225577947315
3527,3.1091412401487806
3528,3.1091598703417045
3529,3.1091784485191374
3530,3.1091969748263066
3531,3.1092154494080337
3532,3.1092338724087365
3533,3.1092522439724286
3534,3.1092705642427227
3535,3.1092888333628297
3536,3.1093070514755605
3537,3.1093252187233285
3538,3.109343335248148
3539,3.1093614011916375
3540,3.1093794166950204
3541,3.109397381899125
3542,3.1094152969443876
3543,3.109433161970851
3544,3.109450977118168
3545,3.1094687425256007
3546,3.109486458332023
3547,3.1095041246759214
3548,3.109521741695395
3549,3.109539309528157
3550,3.1095568283115376
3551,3.109574298182482
3552,3.109591719277554
3553,3.1096090917329353
3554,3.1096264156844287
3555,3.1096436912674563
3556,3.1096609186170636
3557,3.1096780978679175
3558,3.10969522915431
3559,3.1097123126101582
3560,3.1097293483690045
3561,3.109746336564019
3562,3.1097632773280006
3563,3.1097801707933757
3564,3.1097970170922022
3565,3.1098138163561697
3566,3.109830568716599
3567,3.1098472743044447
3568,3.109863933250296
3569,3.1098805456843777
3570,3.10989711173655
3571,3.1099136315363114
3572,3.109930105212799
3573,3.109946532894788
3574,3.109962914710696
3575,3.1099792507885806
3576,3.1099955412561426
3577,3.110011786240726
3578,3.1100279858693187
3579,3.1100441402685552
3580,3.110060249564716
3581,3.110076313883728
3582,3.1100923333511683
3583,3.110108308092262
3584,3.1101242382318848
3585,3.1101401238945647
3586,3.110155965204481
3587,3.1101717622854665
3588,3.1101875152610083
3589,3.1102032242542488
3590,3.1102188893879865
3591,3.1102345107846774
3592,3.1102500885664353
3593,3.1102656228550325
3594,3.1102811137719026
3595,3.110296561438139
3596,3.1103119659744976
3597,3.110327327501397
3598,3.11034264613892
3599,3.1103579220068127
3600,3.110373155224489
3601,3.1103883459110278
3602,3.108080726572726
3603,3.1057795501066696
3604,3.1034847985243608
3605,3.1011964538875274
3606,3.09891449830798
3607,3.0966389139474733
3608,3.0943696830175664
3609,3.092106787779484
3610,3.089850210543977
3611,3.087599933671185
3612,3.085355939570497
3613,3.0831182107004165
3614,3.080886729568422
3615,3.0786614787308317
3616,3.076442440792666
3617,3.0742295984075123
3618,3.072022934277389
3619,3.0698224311526103
3620,3.067628071831652
3621,3.065439839161017
3622,3.0632577160350993
3623,3.061081685396053
3624,3.0589117302336573
3625,3.0567478335851836
3626,3.0545899785352635
3627,3.0524381482157565
3628,3.050292325805618
3629,3.048152494530767
3630,3.0460186376639564
3631,3.0438907385246416
3632,3.04176878047885
3633,3.03965274693905
3634,3.0375426213640244
3635,3.0354383872587376
3636,3.0333400281742082
3637,3.031247527707381
3638,3.0291608695009975
3639,3.0270800372434694
3640,3.0250050146687495
3641,3.0229357855562062
3642,3.020872333730495
3643,3.0188146430614338
3644,3.0167626974638755
3645,3.0147164808975826
3646,3.012675977367102
3647,3.010641170921641
3648,3.0086120456549397
3649,3.0065885857051495
3650,3.004570775254708
3651,3.0025585985302157
3652,3.0005520398023116
3653,2.9985510833855513
3654,2.9965557136382848
3655,2.994565914962533
3656,2.9925816718038667
3657,2.9906029686512845
3658,2.9886297900370917
3659,2.986662120536779
3660,2.984699944768903
3661,2.982743247394965
3662,2.9807920131192915
3663,2.978846226688914
3664,2.976905872893451
3665,2.974970936564988
3666,2.9730414025779592
3667,2.9711172558490295
3668,2.969198481336977
3669,2.967285064042574
3670,2.9653769890084707
3671,2.963474241319079
3672,2.961576806100455
3673,2.9596846685201816
3674,2.957797813787255
3675,2.955916227151968
3676,2.954039893905794
3677,2.9521687993812726
3678,2.950302928951895
3679,2.94844226803199
3680,2.946586802076609
3681,2.9447365165814134
3682,2.94289139708256
3683,2.9410514291565897
3684,2.939216598420313
3685,2.937386890530698
3686,2.93556229118476
3687,2.933742786119446
3688,2.931928361111527
3689,2.9301190019774848
3690,2.9283146945734018
3691,2.9265154247948497
3692,2.9247211785767804
3693,2.922931941893415
3694,2.9211477007581346
3695,2.919368441223371
3696,2.917594149380498
3697,2.9158248113597214
3698,2.914060413329972
3699,2.9123009414987973
3700,2.910546382112252
3701,2.9087967214547934
3702,2.907051945849172
3703,2.9053120416563245
3704,2.903576995275269
3705,2.9018467931429965
3706,2.900121421734367
3707,2.8984008675620014
3708,2.8966851171761787
3709,2.8949741571647283
3710,2.893267974152927
3711,2.891566554803394
3712,2.889869885815986
3713,2.888177953927694
3714,2.886490745912539
3715,2.8848082485814697
3716,2.8831304487822575
3717,2.8814573333993954
3718,2.879788889353995
3719,2.878125103603684
3720,2.876465963142505
3721,2.8748114550008115
3722,2.8731615662451704
3723,2.871516283978257
3724,2.8698755953387574
3725,2.868239487501265
3726,2.8666079476761834
3727,2.8649809631096232
3728,2.8633585210833044
3729,2.861740608914457
3730,2.86012721395572
3731,2.8585183235950455
3732,2.856913925255597
3733,2.8553140063956532
3734,2.853718554508509
3735,2.8521275571223788
3736,2.850541001800297
3737,2.848958876140023
3738,2.8473811677739422
3739,2.8458078643689717
3740,2.8442389536264616
3741,2.8426744232821
3742,2.8411142611058176
3743,2.8395584549016903
3744,2.838006992507846
3745,2.836459861796368
3746,2.834917050673201
3747,2.8333785470780564
3748,2.8318443389843173
3749,2.830314414398946
3750,2.828788761362388
3751,2.827267367948482
3752,2.8257502222643627
3753,2.82423731245037
3754,2.822728626679957
3755,2.821224153159595
3756,2.8197238801286844
3757,2.8182277958594595
3758,2.8167358886568996
3759,2.815248146858637
3760,2.8137645588348636
3761,2.8122851129882434
3762,2.8108097977538193
3763,2.8093386015989235
3764,2.807871513023088
3765,2.806408520557954
3766,2.804949612767181
3767,2.8034947782463613
3768,2.8020440056229257
3769,2.800597283556059
3770,2.7991546007366086
3771,2.797715945886998
3772,2.796281307761136
3773,2.7948506751443327
3774,2.7934240368532075
3775,2.7920013817356053
3776,2.790582698670507
3777,2.789167976567944
3778,2.78775720436891
3779,2.7863503710452764
3780,2.7849474655997044
3781,2.78354847706556
3782,2.7821533945068286
3783,2.7807622070180282
3784,2.779374903724125
3785,2.7779914737804488
3786,2.7766119063726067
3787,2.775236190716401
3788,2.7738643160577423
3789,2.772496271672567
3790,2.7711320468667533
3791,2.769771630976037
3792,2.768415013365929
3793,2.767062183431631
3794,2.7657131305979537
3795,2.764367844319234
3796,2.7630263140792524
3797,2.7616885293911495
3798,2.7603544797973463
3799,2.759024154869461
3800,2.757697544208228
3801,2.7563746374434164
3802,2.7550554242337486
3803,2.7537398942668205
3804,2.7524280372590195
3805,2.7511198429554455
3806,2.74981530112983
3807,2.7485144015844556
3808,2.7472171341500773
3809,2.7459234886858432
3810,2.7446334550792137
3811,2.7433470232458843
3812,2.7420641831297052
3813,2.7407849247026035
3814,2.7395092379645045
3815,2.7382371129432546
3816,2.7369685396945416
3817,2.735703508301818
3818,2.734442008876223
3819,2.733184031556506
3820,2.731929566508949
3821,2.7306786039272897
3822,2.7294311340326445
3823,2.7281871470734327
3824,2.7269466333253
3825,2.7257095830910427
3826,2.7244759867005315
3827,2.7232458345106356
3828,2.7220191169051486
3829,2.7207958242947123
3830,2.719575947116742
3831,2.718359475835352
3832,2.7171464009412793
3833,2.715936712951813
3834,2.714730402410716
3835,2.7135274598881547
3836,2.712327875980622
3837,2.7111316413108666
3838,2.7099387465278175
3839,2.708749182306513
3840,2.707562939348026
3841,2.706380008379391
3842,2.7052003801535354
3843,2.7040240454492017
3844,2.7028509950708792
3845,2.701681219848731
3846,2.7005147106385228
3847,2.69935145832155
3848,2.6981914538045686
3849,2.6970346880197225
3850,2.695881151924472
3851,2.694730836501526
3852,2.6935837327587686
3853,2.6924398317291898
3854,2.6912991244708153
3855,2.6901616020666377
3856,2.6890272556245454
3857,2.6878960762772537
3858,2.686768055182235
3859,2.68564318352165
3860,2.6845214525022794
3861,2.6834028533554544
3862,2.6822873773369875
3863,2.6811750157271064
3864,2.680065759830383
3865,2.6789596009756678
3866,2.6778565305160202
3867,2.6767565398286433
3868,2.6756596203148133
3869,2.6745657633998157
3870,2.673474960532875
3871,2.672387203187091
3872,2.67130248285937
3873,2.670220791070358
3874,2.669142119364377
3875,2.668066459309356
3876,2.6669938024967665
3877,2.6659241405415575
3878,2.664857465082088
3879,2.663793767780063
3880,2.6627330403204685
3881,2.6616752744115058
3882,2.660620461784526
3883,2.6595685941939675
3884,2.65851966341729
3885,2.6574736612549104
3886,2.6564305795301384
3887,2.6553904100891135
3888,2.6543531448007407
3889,2.653318775556627
3890,2.6522872942710176
3891,2.651258692880734
3892,2.65023296334511
3893,2.649210097645928
3894,2.648190087787358
3895,2.647172925795894
3896,2.6461586037202927
3897,2.6451471136315097
3898,2.644138447622639
3899,2.6431325978088505
3900,2.6421295563273293
3901,2.6411293153372126
3902,2.6401318670195293
3903,2.6391372035771394
3904,2.638145317234672
3905,2.6371562002384654
3906,2.636169844856506
3907,2.6351862433783677
3908,2.6342053881151526
3909,2.6332272713994294
3910,2.6322518855851746
3911,2.631279223047713
3912,2.630309276183656
3913,2.6293420374108454
3914,2.628377499168291
3915,2.6274156539161138
3916,2.6264564941354855
3917,2.6255000123285708
3918,2.624546201018468
3919,2.6235950527491516
3920,2.6226465600854123
3921,2.6217007156128003
3922,2.6207575119375672
3923,2.6198169416866084
3924,2.618878997507404
3925,2.617943672067962
3926,2.6170109580567633
3927,2.6160808481827007
3928,2.6151533351750245
3929,2.6142284117832846
3930,2.6133060707772744
3931,2.612386304946974
3932,2.6114691071024945
3933,2.6105544700740198
3934,2.609642386711753
3935,2.608732849885859
3936,2.607825852486409
3937,2.606921387423326
3938,2.606019447626328
3939,2.6051200260448724
3940,2.604223115648103
3941,2.6033287094247926
3942,2.6024368003832907
3943,2.601547381551466
3944,2.6006604459766547
3945,2.599775986725604
3946,2.598893996884419
3947,2.598014469558508
3948,2.59713739787253
3949,2.596262774970339
3950,2.5953905940149316
3951,2.5945208481883935
3952,2.593653530691846
3953,2.5927886347453923
3954,2.5919261535880658
3955,2.5910660804777765
3956,2.590208408691258
3957,2.589353131524015
3958,2.588500242290271
3959,2.587649734322918
3960,2.5868016009734602
3961,2.585955835611966
3962,2.5851124316270138
3963,2.584271382425641
3964,2.583432681433293
3965,2.5825963220937713
3966,2.5817622978691817
3967,2.5809306022398846
3968,2.580101228704443
3969,2.5792741707795717
3970,2.578449422000087
3971,2.5776269759188555
3972,2.576806826106745
3973,2.5759889661525737
3974,2.575173389663058
3975,2.5743600902627666
3976,2.573549061594066
3977,2.572740297317076
3978,2.5719337911096147
3979,2.5711295366671534
3980,2.5703275277027653
3981,2.569527757947076
3982,2.5687302211482166
3983,2.5679349110717715
3984,2.5671418215007336
3985,2.566350946235452
3986,2.5655622790935864
3987,2.5647758139100567
3988,2.5639915445369965
3989,2.5632094648437036
3990,2.562429568716593
3991,2.5616518500591496
3992,2.560876302791878
3993,2.560102920852258
3994,2.559331698194696
3995,2.5585626287904772
3996,2.557795706627719
3997,2.557030925711324
3998,2.556268280062934
3999,2.5555077637208807
4000,2.554749370740142
4001,2.553993095192294
4002,2.5532389311654646
4003,2.552486872764289
4004,2.5517369141098603
4005,2.5509890493396865
4006,2.550243272607644
4007,2.5494995780839314
4008,2.548757959955023
4009,2.5480184124236263
4010,2.5472809297086334
4011,2.546545506045078
4012,2.545812135684089
4013,2.545080812892847
4014,2.544351531954537
4015,2.5436242871683077
4016,2.542899072849223
4017,2.542175883328219
4018,2.5414547129520604
4019,2.540735556083296
4020,2.540018407100214
4021,2.5393032603967978
4022,2.538590110382684
4023,2.537878951483117
4024,2.537169778138905
4025,2.5364625848063787
4026,2.5357573659573465
4027,2.5350541160790514
4028,2.5343528296741273
4029,2.533653501260558
4030,2.532956125371632
4031,2.532260696555902
4032,2.531567209377139
4033,2.5308756584142946
4034,2.5301860382614545
4035,2.529498343527798
4036,2.528812568837555
4037,2.528128708829966
4038,2.527446758159237
4039,2.5267667114945005
4040,2.5260885635197727
4041,2.525412308933912
4042,2.524737942450577
4043,2.524065458798187
4044,2.5233948527198775
4045,2.5227261189734635
4046,2.522059252331395
4047,2.521394247580717
4048,2.52073109952303
4049,2.5200698029744473
4050,2.519410352765557
4051,2.518752743741379
4052,2.518096970761326
4053,2.517443028699164
4054,2.5167909124429713
4055,2.5161406168950977
4056,2.515492136972127
4057,2.5148454676048346
4058,2.5142006037381504
4059,2.513557540331117
4060,2.5129162723568514
4061,2.512276794802507
4062,2.5116391026692315
4063,2.51100319097213
4064,2.510369054740226
4065,2.509736689016421
4066,2.509106088857457
4067,2.508477249333878
4068,2.5078501655299905
4069,2.5072248325438258
4070,2.5066012454871016
4071,2.5059793994851836
4072,2.5053592896770476
4073,2.504740911215241
4074,2.504124259265846
4075,2.5035093290084407
4076,2.5028961156360614
4077,2.502284614355166
4078,2.5016748203855954
4079,2.5010667289605375
4080,2.5004603353264883
4081,2.4998556347432164
4082,2.499252622483725
4083,2.498651293834214
4084,2.4980516440940455
4085,2.497453668575705
4086,2.4968573626047665
4087,2.496262721519854
4088,2.495669740672606
4089,2.4950784154276398
4090,2.494488741162515
4091,2.493900713267696
