k,y_pred
2284,2.900233361418617
2285,2.9008352623231484
2286,2.901435482720602
2287,2.9020340273029523
2288,2.9026309007490747
2289,2.9032261077247803
2290,2.9038196528828544
2291,2.904411540863091
2292,2.9050017762923295
2293,2.9055903637844924
2294,2.906177307940619
2295,2.9067626133489024
2296,2.9073462845847264
2297,2.9079283262107
2298,2.9085087427766925
2299,2.9090875388198714
2300,2.9096647188647355
2301,2.9102402874231514
2302,2.910814248994389
2303,2.911386608065155
2304,2.9119573691096305
2305,2.9125265365895046
2306,2.9130941149540086
2307,2.913660108639952
2308,2.9142245220717564
2309,2.9147873596614913
2310,2.9153486258089067
2311,2.9159083249014692
2312,2.916466461314395
2313,2.9170230394106853
2314,2.9175780635411592
2315,2.9181315380444888
2316,2.9186834672472326
2317,2.919233855463869
2318,2.9197827069968305
2319,2.9203300261365377
2320,2.9208758171614315
2321,2.921420084338008
2322,2.921962831920851
2323,2.922504064152666
2324,2.9230437852643116
2325,2.9235819994748353
2326,2.9241187109915043
2327,2.924653924009839
2328,2.9251876427136465
2329,2.925719871275052
2330,2.926250613854533
2331,2.92677987460095
2332,2.9273076576515806
2333,2.9278339671321505
2334,2.9283588071568665
2335,2.9288821818284494
2336,2.929404095238164
2337,2.929924551465853
2338,2.9304435545799685
2339,2.9309611086376024
2340,2.93147721768452
2341,2.93199188575519
2342,2.9325051168728185
2343,2.9330169150493774
2344,2.9335272842856375
2345,2.9340362285711996
2346,2.9345437518845254
2347,2.935049858192969
2348,2.935554551452807
2349,2.936057835609271
2350,2.936559714596577
2351,2.9370601923379565
2352,2.9375592727456876
2353,2.9380569597211252
2354,2.938553257154732
2355,2.939048168926108
2356,2.9395416989040215
2357,2.9400338509464397
2358,2.9405246289005573
2359,2.941014036602829
2360,2.9415020778789964
2361,2.9419887565441214
2362,2.9424740764026134
2363,2.94295804124826
2364,2.943440654864256
2365,2.9439219210232346
2366,2.9444018434872947
2367,2.9448804260080323
2368,2.9453576723265686
2369,2.94583358617358
2370,2.9463081712693255
2371,2.9467814313236786
2372,2.9472533700361545
2373,2.947723991095939
2374,2.9481932981819177
