ref, y_hat, u
27.000000, 28.883697, 6.698845
27.000000, 28.870998, 6.699310
27.000000, 28.861401, 6.701900
27.000000, 28.852956, 6.705253
27.000000, 28.842367, 6.707052
27.000000, 28.831075, 6.708304
27.000000, 28.821139, 6.710454
27.000000, 28.812395, 6.713395
27.000000, 28.804700, 6.717032
27.000000, 28.797929, 6.721282
27.000000, 28.791970, 6.726071
27.000000, 28.786726, 6.731334
27.000000, 28.787242, 6.740631
27.000000, 28.787696, 6.749887
27.000000, 28.781781, 6.754656
27.000000, 28.782890, 6.764346
27.000000, 28.783866, 6.773949
27.000000, 28.777227, 6.778188
27.000000, 28.771385, 6.782955
27.000000, 28.766244, 6.788187
27.000000, 28.756589, 6.790212
27.000000, 28.748093, 6.793006
27.000000, 28.740617, 6.796475
27.000000, 28.732459, 6.799427
27.000000, 28.718572, 6.798299
27.000000, 28.705167, 6.797441
27.000000, 28.663774, 6.776785
27.000000, 28.622613, 6.756085
27.000000, 28.584812, 6.737549
27.000000, 28.541682, 6.715066
27.000000, 28.478866, 6.678490
27.000000, 28.423194, 6.646635
27.000000, 28.368283, 6.615038
27.000000, 28.318777, 6.586978
27.000000, 28.267714, 6.557573
27.000000, 28.222779, 6.532232
27.000000, 28.172976, 6.503235
27.000000, 28.129149, 6.478201
27.000000, 28.088608, 6.455266
27.000000, 28.051748, 6.434723
27.000000, 28.020495, 6.417948
27.000000, 27.996544, 6.406166
27.000000, 27.971916, 6.393785
27.000000, 27.949059, 6.382531
27.000000, 27.922237, 6.368366
27.000000, 27.894687, 6.353555
27.000000, 27.848738, 6.325634
27.000000, 27.794492, 6.291634
27.000000, 27.727418, 6.248320
27.000000, 27.653792, 6.200051
27.000000, 27.589002, 6.157642
27.000000, 27.532381, 6.120669
27.000000, 27.480976, 6.087091
27.000000, 27.437317, 6.058717
27.000000, 27.404818, 6.037991
27.000000, 27.392792, 6.031537
27.000000, 27.382210, 6.026040
27.000000, 27.372897, 6.021386
27.000000, 27.339446, 5.999668
27.000000, 27.305274, 5.977273
27.000000, 27.275202, 5.957599
27.000000, 27.248739, 5.940319
27.000000, 27.225452, 5.925145
27.000000, 27.204959, 5.911824
27.000000, 27.166799, 5.885947
27.000000, 27.130061, 5.860881
27.000000, 27.097732, 5.838739
27.000000, 27.060601, 5.813050
27.000000, 27.027926, 5.790317
27.000000, 27.007458, 5.776027
27.000000, 26.989447, 5.763366
27.000000, 26.973597, 5.752140
27.000000, 26.960044, 5.742452
27.000000, 26.948117, 5.733844
27.000000, 26.937621, 5.726185
27.000000, 26.921282, 5.714354
27.000000, 26.906903, 5.703824
27.000000, 26.885173, 5.688039
27.000000, 26.866051, 5.673984
27.000000, 26.858300, 5.667849
27.000000, 26.854636, 5.664558
27.000000, 26.855358, 5.664340
27.000000, 26.855994, 5.664065
27.000000, 26.856553, 5.663739
27.000000, 26.834946, 5.647789
27.000000, 26.815932, 5.633558
27.000000, 26.799199, 5.620842
27.000000, 26.784475, 5.609457
27.000000, 26.771517, 5.599244
27.000000, 26.766823, 5.594792
27.000000, 26.762692, 5.590714
27.000000, 26.771291, 5.595590
27.000000, 26.778857, 5.599780
27.000000, 26.786700, 5.604204
27.000000, 26.792417, 5.607168
27.000000, 26.797448, 5.609677
27.000000, 26.799903, 5.610395
27.000000, 26.802063, 5.610917
27.000000, 26.803963, 5.611267
27.000000, 26.802874, 5.609519
27.000000, 26.801915, 5.607857
27.000000, 26.801071, 5.606272
27.000000, 26.802696, 5.606423
27.000000, 26.804126, 5.606444
27.000000, 26.814066, 5.612473
27.000000, 26.822814, 5.617710
27.000000, 26.830511, 5.622251
27.000000, 26.837285, 5.626179
27.000000, 26.843246, 5.629568
27.000000, 26.855201, 5.637212
27.000000, 26.865721, 5.643905
27.000000, 26.880898, 5.653933
27.000000, 26.894253, 5.662753
27.000000, 26.917450, 5.678579
27.000000, 26.937864, 5.692557
27.000000, 26.960958, 5.708528
27.000000, 26.979702, 5.721547
27.000000, 26.999748, 5.735579
27.000000, 27.013837, 5.745510
27.000000, 27.026236, 5.754320
27.000000, 27.037147, 5.762144
27.000000, 27.052667, 5.773272
27.000000, 27.066326, 5.783164
27.000000, 27.078345, 5.791969
27.000000, 27.088922, 5.799818
27.000000, 27.098230, 5.806824
27.000000, 27.117470, 5.820880
27.000000, 27.137953, 5.835908
27.000000, 27.155978, 5.849305
27.000000, 27.171840, 5.861268
27.000000, 27.185405, 5.871690
27.000000, 27.197341, 5.881032
27.000000, 27.207845, 5.889424
27.000000, 27.217088, 5.896980
27.000000, 27.228380, 5.906026
27.000000, 27.241868, 5.916677
27.000000, 27.254526, 5.926810
27.000000, 27.269217, 5.938440
27.000000, 27.282146, 5.948901
27.000000, 27.293523, 5.958332
27.000000, 27.303534, 5.966858
27.000000, 27.314318, 5.975978
27.000000, 27.327359, 5.986743
27.000000, 27.338835, 5.996471
27.000000, 27.348934, 6.005285
27.000000, 27.360188, 6.014964
27.000000, 27.362989, 6.018740
27.000000, 27.365454, 6.022292
27.000000, 27.376305, 6.031769
27.000000, 27.386643, 6.040939
27.000000, 27.394951, 6.048730
27.000000, 27.403052, 6.056415
27.000000, 27.410180, 6.063456
27.000000, 27.416453, 6.069929
27.000000, 27.424736, 6.077851
27.000000, 27.432024, 6.085113
27.000000, 27.438438, 6.091795
27.000000, 27.444083, 6.097967
27.000000, 27.449839, 6.104245
27.000000, 27.450169, 6.106727
27.000000, 27.455984, 6.113078
27.000000, 27.463075, 6.120356
27.000000, 27.469314, 6.127071
27.000000, 27.472437, 6.131619
27.000000, 27.475186, 6.135919
27.000000, 27.477604, 6.140000
27.000000, 27.479733, 6.143888
27.000000, 27.482000, 6.147886
27.000000, 27.483996, 6.151702
27.000000, 27.485752, 6.155360
27.000000, 27.486508, 6.158322
27.000000, 27.484016, 6.158998
27.000000, 27.477088, 6.156534
27.000000, 27.469018, 6.153230
27.000000, 27.461916, 6.150568
27.000000, 27.457640, 6.149863
27.000000, 27.457034, 6.151724
27.000000, 27.456501, 6.153633
27.000000, 27.456031, 6.155585
27.000000, 27.455618, 6.157574
27.000000, 27.446573, 6.153475
27.000000, 27.438613, 6.150096
27.000000, 27.436344, 6.150690
27.000000, 27.434347, 6.151463
27.000000, 27.427855, 6.149058
27.000000, 27.422141, 6.147169
27.000000, 27.411588, 6.141840
27.000000, 27.402302, 6.137351
27.000000, 27.394130, 6.133601
27.000000, 27.387333, 6.130780
27.000000, 27.381352, 6.128500
27.000000, 27.376089, 6.126696
27.000000, 27.371457, 6.125311
27.000000, 27.365803, 6.123182
27.000000, 27.360827, 6.121503
27.000000, 27.356448, 6.120220
27.000000, 27.351016, 6.118173
27.000000, 27.346236, 6.116558
27.000000, 27.340056, 6.113933
27.000000, 27.332251, 6.110130
27.000000, 27.321830, 6.104445
27.000000, 27.312660, 6.099589
27.000000, 27.300249, 6.092403
27.000000, 27.289328, 6.086204
27.000000, 27.284058, 6.083936
27.000000, 27.279420, 6.082087
27.000000, 27.270998, 6.077546
27.000000, 27.253327, 6.066443
27.000000, 27.237776, 6.056746
27.000000, 27.224091, 6.048287
27.000000, 27.213232, 6.041752
27.000000, 27.203677, 6.036082
27.000000, 27.195268, 6.031172
27.000000, 27.187473, 6.026653
27.000000, 27.180614, 6.022754
27.000000, 27.174578, 6.019402
27.000000, 27.168871, 6.016252
27.000000, 27.163850, 6.013556
27.000000, 27.159431, 6.011260
27.000000, 27.155147, 6.009037
27.000000, 27.151378, 6.007156
27.000000, 27.143325, 6.002235
27.000000, 27.136239, 5.997956
27.000000, 27.130003, 5.994241
27.000000, 27.124516, 5.991022
27.000000, 27.119687, 5.988240
27.000000, 27.117805, 5.987512
27.000000, 27.099969, 5.975527
27.000000, 27.084274, 5.964962
27.000000, 27.070462, 5.955646
27.000000, 27.051204, 5.942421
27.000000, 27.034257, 5.930730
27.000000, 27.019344, 5.920387
27.000000, 27.006221, 5.911232
27.000000, 26.994672, 5.903121
27.000000, 26.975038, 5.889253
27.000000, 26.957760, 5.876947
27.000000, 26.942556, 5.866017
27.000000, 26.929176, 5.856297
27.000000, 26.917401, 5.847642
27.000000, 26.907040, 5.839924
27.000000, 26.882532, 5.822181
27.000000, 26.860964, 5.806388
27.000000, 26.841985, 5.792313
27.000000, 26.824494, 5.779191
27.000000, 26.814232, 5.771079
27.000000, 26.837166, 5.786319
27.000000, 26.857348, 5.799733
27.000000, 26.875108, 5.811540
27.000000, 26.890737, 5.821934
27.000000, 26.905279, 5.831641
27.000000, 26.916498, 5.839076
27.000000, 26.915322, 5.837829
27.000000, 26.914286, 5.836676
27.000000, 26.913375, 5.835605
27.000000, 26.912573, 5.834606
27.000000, 26.911867, 5.833672
27.000000, 26.898618, 5.823891
27.000000, 26.886959, 5.815164
27.000000, 26.896431, 5.821276
27.000000, 26.909895, 5.830251
27.000000, 26.921744, 5.838154
27.000000, 26.932171, 5.845114
27.000000, 26.941347, 5.851244
27.000000, 26.946660, 5.854696
27.000000, 26.951335, 5.857725
27.000000, 26.936901, 5.847306
27.000000, 26.924200, 5.838036
27.000000, 26.923677, 5.837288
27.000000, 26.923218, 5.836583
27.000000, 26.922813, 5.835914
27.000000, 26.925614, 5.837502
27.000000, 26.928079, 5.838868
27.000000, 26.948006, 5.852557
27.000000, 26.967121, 5.865773
27.000000, 26.991045, 5.882475
27.000000, 27.012098, 5.897273
27.000000, 27.030624, 5.910394
27.000000, 27.031143, 5.910913
27.000000, 27.031599, 5.911391
27.000000, 27.032001, 5.911832
27.000000, 27.049323, 5.924204
27.000000, 27.064566, 5.935197
27.000000, 27.077981, 5.944977
27.000000, 27.085050, 5.950351
27.000000, 27.091271, 5.955162
27.000000, 27.096745, 5.959477
27.000000, 27.101562, 5.963357
27.000000, 27.106591, 5.967410
27.000000, 27.112200, 5.971897
27.000000, 27.117136, 5.975938
27.000000, 27.127004, 5.983481
27.000000, 27.135688, 5.990239
27.000000, 27.143330, 5.996305
27.000000, 27.150055, 6.001762
27.000000, 27.154790, 6.005850
27.000000, 27.158956, 6.009561
27.000000, 27.164200, 6.014053
27.000000, 27.168815, 6.018128
27.000000, 27.171298, 6.020723
27.000000, 27.175062, 6.024233
27.000000, 27.178374, 6.027443
27.000000, 27.182472, 6.031224
27.000000, 27.186079, 6.034679
27.000000, 27.189252, 6.037847
27.000000, 27.192834, 6.041318
27.000000, 27.194803, 6.043670
27.000000, 27.196535, 6.045865
27.000000, 27.198059, 6.047923
27.000000, 27.199401, 6.049859
27.000000, 27.199792, 6.051132
27.000000, 27.200136, 6.052373
27.000000, 27.200439, 6.053587
27.000000, 27.202679, 6.056169
27.000000, 27.204650, 6.058572
27.000000, 27.206384, 6.060818
27.000000, 27.207910, 6.062926
27.000000, 27.209254, 6.064912
27.000000, 27.203332, 6.061784
27.000000, 27.198122, 6.059127
27.000000, 27.199061, 6.060780
27.000000, 27.199888, 6.062358
27.000000, 27.195090, 6.059975
27.000000, 27.196393, 6.061869
27.000000, 27.194778, 6.061712
27.000000, 27.193356, 6.061684
27.000000, 27.195656, 6.064272
27.000000, 27.197681, 6.066678
27.000000, 27.196305, 6.066696
27.000000, 27.195095, 6.066825
27.000000, 27.194029, 6.067049
27.000000, 27.193092, 6.067358
27.000000, 27.190689, 6.066629
27.000000, 27.191731, 6.068317
27.000000, 27.192648, 6.069923
27.000000, 27.188719, 6.068116
27.000000, 27.184473, 6.066066
27.000000, 27.181525, 6.064910
27.000000, 27.175774, 6.061764
27.000000, 27.170714, 6.059075
27.000000, 27.169417, 6.059014
27.000000, 27.168276, 6.059057
27.000000, 27.166878, 6.058912
27.000000, 27.166041, 6.059157
27.000000, 27.165306, 6.059469
27.000000, 27.164263, 6.059561
27.000000, 27.160189, 6.057510
27.000000, 27.156604, 6.055783
27.000000, 27.149503, 6.051560
27.000000, 27.143254, 6.047902
27.000000, 27.131046, 6.040011
27.000000, 27.120303, 6.033093
27.000000, 27.121110, 6.034263
27.000000, 27.121820, 6.035369
27.000000, 27.115341, 6.031411
27.000000, 27.115164, 6.031863
27.000000, 27.115009, 6.032329
27.000000, 27.110532, 6.029748
27.000000, 27.106591, 6.027522
27.000000, 27.103124, 6.025611
27.000000, 27.100073, 6.023975
27.000000, 27.091863, 6.018688
27.000000, 27.084243, 6.013775
27.000000, 27.077538, 6.009470
27.000000, 27.071638, 6.005697
27.000000, 27.066446, 6.002395
27.000000, 27.056352, 5.995611
27.000000, 27.054967, 5.994916
27.000000, 27.045066, 5.988211
27.000000, 27.036354, 5.982295
27.000000, 27.039342, 5.984583
27.000000, 27.041971, 5.986633
27.000000, 27.034814, 5.981797
27.000000, 27.040749, 5.986156
27.000000, 27.036896, 5.983643
27.000000, 27.033505, 5.981437
27.000000, 27.034072, 5.982004
27.000000, 27.034572, 5.982527
27.000000, 27.031459, 5.980505
27.000000, 27.027932, 5.978175
27.000000, 27.024827, 5.976126
27.000000, 27.022095, 5.974324
27.000000, 27.019691, 5.972740
27.000000, 27.015602, 5.969956
27.000000, 27.015161, 5.969723
27.000000, 27.012010, 5.967577
27.000000, 27.009238, 5.965683
27.000000, 27.006798, 5.964009
27.000000, 27.004651, 5.962529
27.000000, 27.002761, 5.961220
27.000000, 27.001099, 5.960062
27.000000, 26.999636, 5.959036
27.000000, 27.002294, 5.960909
27.000000, 27.004634, 5.962570
27.000000, 26.999195, 5.958758
27.000000, 26.994409, 5.955380
27.000000, 26.990197, 5.952382
27.000000, 26.986490, 5.949720
27.000000, 26.992305, 5.953752
27.000000, 26.997422, 5.957321
27.000000, 27.001924, 5.960483
27.000000, 27.002730, 5.961060
27.000000, 27.001860, 5.960461
27.000000, 27.001095, 5.959930
27.000000, 27.000422, 5.959461
27.000000, 26.999829, 5.959045
27.000000, 26.996150, 5.956451
27.000000, 26.992913, 5.954150
27.000000, 26.990065, 5.952106
27.000000, 26.987558, 5.950289
27.000000, 26.988114, 5.950619
27.000000, 26.988604, 5.950905
27.000000, 26.991797, 5.953099
27.000000, 26.998159, 5.957543
27.000000, 27.004546, 5.962037
27.000000, 27.014508, 5.969083
27.000000, 27.023275, 5.975336
27.000000, 27.026648, 5.977831
27.000000, 27.029617, 5.980057
27.000000, 27.031046, 5.981212
27.000000, 27.032303, 5.982254
27.000000, 27.033409, 5.983195
27.000000, 27.034383, 5.984049
27.000000, 27.035240, 5.984825
27.000000, 27.035993, 5.985532
27.000000, 27.036657, 5.986180
27.000000, 27.036452, 5.986218
27.000000, 27.036271, 5.986273
27.000000, 27.036112, 5.986343
27.000000, 27.035577, 5.986146
27.000000, 27.035107, 5.985992
27.000000, 27.034693, 5.985876
27.000000, 27.034328, 5.985793
27.000000, 27.036770, 5.987686
27.000000, 27.038919, 5.989385
27.000000, 27.037653, 5.988687
27.000000, 27.036539, 5.988089
27.000000, 27.035558, 5.987581
27.000000, 27.034695, 5.987150
27.000000, 27.034725, 5.987345
27.000000, 27.034752, 5.987537
27.000000, 27.034775, 5.987727
27.000000, 27.033612, 5.987081
27.000000, 27.032588, 5.986527
27.000000, 27.031687, 5.986055
27.000000, 27.037997, 5.990662
27.000000, 27.044340, 5.995324
27.000000, 27.049921, 5.999480
27.000000, 27.054043, 6.002636
27.000000, 27.058460, 6.006020
27.000000, 27.062347, 6.009053
27.000000, 27.065767, 6.011776
27.000000, 27.068777, 6.014227
27.000000, 27.071426, 6.016438
27.000000, 27.071784, 6.017047
27.000000, 27.068547, 6.015124
27.000000, 27.065699, 6.013459
27.000000, 27.063981, 6.012577
27.000000, 27.062470, 6.011831
27.000000, 27.062719, 6.012319
27.000000, 27.062938, 6.012787
27.000000, 27.061552, 6.012124
27.000000, 27.061911, 6.012685
27.000000, 27.060648, 6.012104
27.000000, 27.059537, 6.011624
27.000000, 27.058559, 6.011232
27.000000, 27.057698, 6.010919
27.000000, 27.050232, 6.005944
27.000000, 27.043663, 6.001563
27.000000, 27.037881, 5.997705
27.000000, 27.040686, 5.999872
27.000000, 27.043154, 6.001816
27.000000, 27.045326, 6.003563
27.000000, 27.042502, 6.001798
27.000000, 27.040016, 6.000259
27.000000, 27.036646, 5.998082
27.000000, 27.033679, 5.996174
27.000000, 27.037777, 5.999232
27.000000, 27.041384, 6.001963
27.000000, 27.035481, 5.998009
27.000000, 27.039363, 6.000923
27.000000, 27.043568, 6.004084
27.000000, 27.046874, 6.006633
27.000000, 27.050178, 6.009197
27.000000, 27.053086, 6.011497
27.000000, 27.055250, 6.013288
27.000000, 27.057154, 6.014907
27.000000, 27.063171, 6.019435
27.000000, 27.069255, 6.024040
27.000000, 27.075003, 6.028439
27.000000, 27.080062, 6.032380
27.000000, 27.084514, 6.035919
27.000000, 27.081328, 6.034095
27.000000, 27.074578, 6.029743
27.000000, 27.068638, 6.025929
27.000000, 27.065384, 6.023978
27.000000, 27.062521, 6.022286
27.000000, 27.054082, 6.016649
27.000000, 27.052575, 6.015857
27.000000, 27.043750, 6.009899
27.000000, 27.035985, 6.004643
27.000000, 27.033098, 6.002788
27.000000, 27.030557, 6.001162
27.000000, 27.028322, 5.999738
27.000000, 27.026354, 5.998493
27.000000, 27.024623, 5.997404
27.000000, 27.024283, 5.997288
27.000000, 27.025168, 5.998033
27.000000, 27.025946, 5.998708
27.000000, 27.026632, 5.999321
27.000000, 27.026051, 5.999044
27.000000, 27.026724, 5.999649
27.000000, 27.027316, 6.000200
27.000000, 27.028626, 6.001260
27.000000, 27.031752, 6.003607
27.000000, 27.034503, 6.005705
27.000000, 27.034951, 6.006193
27.000000, 27.032977, 6.004977
27.000000, 27.031240, 6.003917
27.000000, 27.029711, 6.002996
27.000000, 27.032313, 6.004978
27.000000, 27.034996, 6.007032
27.000000, 27.037358, 6.008872
27.000000, 27.039436, 6.010523
27.000000, 27.041265, 6.012010
27.000000, 27.042874, 6.013351
27.000000, 27.044291, 6.014564
27.000000, 27.045537, 6.015664
27.000000, 27.043082, 6.014161
27.000000, 27.036581, 6.009793
27.000000, 27.030860, 6.005943
27.000000, 27.025825, 6.002548
27.000000, 27.022184, 6.000110
27.000000, 27.022532, 6.000466
27.000000, 27.022838, 6.000794
27.000000, 27.019555, 5.998594
27.000000, 27.020218, 5.999159
27.000000, 27.016855, 5.996889
27.000000, 27.013896, 5.994887
27.000000, 27.011292, 5.993121
27.000000, 27.011762, 5.993509
27.000000, 27.009414, 5.991912
27.000000, 27.010110, 5.992450
27.000000, 27.010723, 5.992933
27.000000, 27.011262, 5.993366
27.000000, 27.011341, 5.993479
27.000000, 27.011411, 5.993585
27.000000, 27.009105, 5.992016
27.000000, 27.007076, 5.990631
27.000000, 27.005290, 5.989407
27.000000, 27.009243, 5.992221
27.000000, 27.015879, 5.996945
27.000000, 27.021719, 6.001142
27.000000, 27.025674, 6.004038
27.000000, 27.027181, 6.005229
27.000000, 27.026140, 6.004631
27.000000, 27.025223, 6.004116
27.000000, 27.028758, 6.006733
27.000000, 27.033052, 6.009905
27.000000, 27.036831, 6.012734
27.000000, 27.040156, 6.015263
27.000000, 27.039136, 6.014744
27.000000, 27.038239, 6.014307
27.000000, 27.037449, 6.013942
27.000000, 27.041095, 6.016699
27.000000, 27.046276, 6.020558
27.000000, 27.050836, 6.024004
27.000000, 27.052875, 6.025695
27.000000, 27.045593, 6.020826
27.000000, 27.039186, 6.016537
27.000000, 27.033152, 6.012479
27.000000, 27.027842, 6.008901
27.000000, 27.026327, 6.007972
27.000000, 27.024993, 6.007164
27.000000, 27.017111, 6.001732
27.000000, 27.010175, 5.996927
27.000000, 27.004071, 5.992675
27.000000, 26.998700, 5.988908
27.000000, 26.997130, 5.987795
27.000000, 26.995748, 5.986807
27.000000, 26.994533, 5.985929
27.000000, 26.993463, 5.985147
27.000000, 26.992521, 5.984451
27.000000, 26.991693, 5.983829
27.000000, 26.993331, 5.984943
27.000000, 26.994774, 5.985926
27.000000, 26.996043, 5.986795
27.000000, 26.994002, 5.985336
27.000000, 26.992207, 5.984041
27.000000, 26.989838, 5.982331
27.000000, 26.988542, 5.981367
27.000000, 26.988980, 5.981619
27.000000, 26.989366, 5.981836
27.000000, 26.987338, 5.980352
27.000000, 26.987920, 5.980700
27.000000, 26.983303, 5.977385
27.000000, 26.979240, 5.974436
27.000000, 26.980400, 5.975150
27.000000, 26.981421, 5.975772
27.000000, 26.970085, 5.967688
27.000000, 26.972344, 5.969130
27.000000, 26.976699, 5.972063
27.000000, 26.977769, 5.972701
27.000000, 26.981473, 5.975201
27.000000, 26.984733, 5.977406
27.000000, 26.987602, 5.979352
27.000000, 26.987363, 5.979122
27.000000, 26.990705, 5.981415
27.000000, 26.998382, 5.986781
27.000000, 27.005137, 5.991535
27.000000, 26.996481, 5.985458
27.000000, 27.003464, 5.990364
27.000000, 27.007242, 5.993045
27.000000, 27.010567, 5.995424
27.000000, 27.013492, 5.997540
27.000000, 27.016066, 5.999422
27.000000, 27.012018, 5.996648
27.000000, 27.006877, 5.993084
27.000000, 27.002352, 5.989929
27.000000, 26.998371, 5.987133
27.000000, 26.999208, 5.987716
27.000000, 26.999945, 5.988231
27.000000, 27.000594, 5.988688
27.000000, 27.001164, 5.989093
27.000000, 27.007980, 5.993904
27.000000, 27.012795, 5.997338
27.000000, 27.017031, 6.000389
27.000000, 27.020759, 6.003103
27.000000, 27.020094, 6.002737
27.000000, 27.019508, 6.002425
27.000000, 27.018993, 6.002159
27.000000, 27.022486, 6.004717
27.000000, 27.026743, 6.007831
27.000000, 27.030490, 6.010606
27.000000, 27.032603, 6.012248
27.000000, 27.034463, 6.013722
27.000000, 27.036888, 6.015604
27.000000, 27.039023, 6.017294
27.000000, 27.043269, 6.020482
27.000000, 27.047006, 6.023333
27.000000, 27.050294, 6.025886
27.000000, 27.043322, 6.021222
27.000000, 27.032846, 6.014053
27.000000, 27.023627, 6.007718
27.000000, 27.015514, 6.002117
27.000000, 27.009164, 5.997718
27.000000, 27.008312, 5.997162
27.000000, 27.007956, 5.996953
27.000000, 27.012773, 6.000389
27.000000, 27.011882, 5.999825
27.000000, 27.011493, 5.999610
27.000000, 27.011150, 5.999426
27.000000, 27.008875, 5.997878
27.000000, 27.006874, 5.996511
27.000000, 27.007085, 5.996694
27.000000, 27.005298, 5.995470
27.000000, 27.008461, 5.997727
27.000000, 27.011245, 5.999731
27.000000, 27.006591, 5.996506
27.000000, 27.002496, 5.993652
27.000000, 27.003627, 5.994462
27.000000, 27.004623, 5.995183
27.000000, 27.005499, 5.995824
27.000000, 27.006271, 5.996395
27.000000, 27.004976, 5.995513
27.000000, 27.003837, 5.994735
27.000000, 27.002834, 5.994048
27.000000, 26.996822, 5.989823
27.000000, 26.992321, 5.986634
27.000000, 26.988359, 5.983802
27.000000, 26.984873, 5.981287
27.000000, 26.981805, 5.979048
27.000000, 26.983447, 5.980114
27.000000, 26.984891, 5.981050
27.000000, 26.986162, 5.981870
27.000000, 26.984913, 5.980921
27.000000, 26.983813, 5.980070
27.000000, 26.982846, 5.979307
27.000000, 26.983179, 5.979456
27.000000, 26.983471, 5.979578
27.000000, 26.983729, 5.979677
27.000000, 26.978825, 5.976139
27.000000, 26.974510, 5.972991
27.000000, 26.970713, 5.970186
27.000000, 26.977237, 5.974639
27.000000, 26.983373, 5.978851
27.000000, 26.988772, 5.982574
27.000000, 26.993524, 5.985868
27.000000, 26.999284, 5.989896
27.000000, 26.999222, 5.989849
27.000000, 26.999168, 5.989807
27.000000, 27.002277, 5.991995
27.000000, 27.005014, 5.993936
27.000000, 27.004659, 5.993711
27.000000, 27.007110, 5.995462
27.000000, 27.009266, 5.997018
27.000000, 27.011953, 5.998958
27.000000, 27.014317, 6.000685
27.000000, 27.016398, 6.002224
27.000000, 27.018229, 6.003596
27.000000, 27.019841, 6.004824
27.000000, 27.021258, 6.005922
27.000000, 27.018955, 6.004405
27.000000, 27.016927, 6.003070
27.000000, 27.013565, 6.000784
27.000000, 27.012184, 5.999879
27.000000, 27.010969, 5.999083
27.000000, 27.012268, 6.000053
27.000000, 27.013411, 6.000920
27.000000, 27.014416, 6.001696
27.000000, 27.012144, 6.000167
27.000000, 27.010145, 5.998818
27.000000, 27.008386, 5.997628
27.000000, 27.010783, 5.999361
27.000000, 27.012894, 6.000902
27.000000, 27.014751, 6.002276
27.000000, 27.016385, 6.003502
27.000000, 27.017823, 6.004597
27.000000, 27.021851, 6.007526
27.000000, 27.027368, 6.011525
27.000000, 27.032224, 6.015085
27.000000, 27.034523, 6.016868
27.000000, 27.034574, 6.017076
27.000000, 27.031067, 6.014776
27.000000, 27.027586, 6.012478
27.000000, 27.024523, 6.010456
27.000000, 27.021827, 6.008678
27.000000, 27.017088, 6.005446
27.000000, 27.011733, 6.001756
27.000000, 27.007020, 5.998493
27.000000, 27.002873, 5.995604
27.000000, 27.000803, 5.994159
27.000000, 26.998980, 5.992878
27.000000, 27.000139, 5.993690
27.000000, 27.001159, 5.994409
27.000000, 27.002056, 5.995048
27.000000, 27.002451, 5.995337
27.000000, 27.002799, 5.995594
27.000000, 27.003105, 5.995824
27.000000, 27.003374, 5.996029
27.000000, 27.002822, 5.995657
27.000000, 26.999968, 5.993659
27.000000, 26.997457, 5.991888
27.000000, 26.995247, 5.990317
27.000000, 26.993302, 5.988922
27.000000, 26.991591, 5.987682
27.000000, 26.988111, 5.985188
27.000000, 26.985050, 5.982970
27.000000, 26.982355, 5.980995
27.000000, 26.981958, 5.980627
27.000000, 26.982791, 5.981124
27.000000, 26.983525, 5.981556
27.000000, 26.982987, 5.981094
27.000000, 26.980935, 5.979562
27.000000, 26.979129, 5.978194
27.000000, 26.977540, 5.976969
27.000000, 26.976141, 5.975871
27.000000, 26.966624, 5.969041
27.000000, 26.969692, 5.971038
27.000000, 26.970814, 5.971677
27.000000, 26.971801, 5.972227
27.000000, 26.972670, 5.972699
27.000000, 26.973434, 5.973101
27.000000, 26.970950, 5.971217
27.000000, 26.968764, 5.969530
27.000000, 26.966840, 5.968018
27.000000, 26.966331, 5.967493
27.000000, 26.965883, 5.967009
27.000000, 26.965489, 5.966560
27.000000, 26.972640, 5.971429
27.000000, 26.980511, 5.976841
27.000000, 26.975994, 5.973559
27.000000, 26.972018, 5.970637
27.000000, 26.962601, 5.963857
27.000000, 26.954313, 5.957828
27.000000, 26.947020, 5.952458
27.000000, 26.954020, 5.957127
27.000000, 26.960179, 5.961240
27.000000, 26.965599, 5.964862
27.000000, 26.962871, 5.962767
27.000000, 26.960471, 5.960889
27.000000, 26.958358, 5.959202
27.000000, 26.956499, 5.957683
27.000000, 26.954863, 5.956312
27.000000, 26.938823, 5.944778
27.000000, 26.924707, 5.934520
27.000000, 26.912285, 5.925386
27.000000, 26.901353, 5.917241
27.000000, 26.891734, 5.909966
27.000000, 26.876955, 5.899005
27.000000, 26.863949, 5.889221
27.000000, 26.852504, 5.880472
27.000000, 26.869661, 5.891831
27.000000, 26.884760, 5.901824
27.000000, 26.898047, 5.910615
27.000000, 26.909739, 5.918348
27.000000, 26.901086, 5.911796
27.000000, 26.893472, 5.905934
27.000000, 26.896242, 5.907354
27.000000, 26.898680, 5.908554
27.000000, 26.891355, 5.902883
27.000000, 26.894379, 5.904472
27.000000, 26.897040, 5.905820
27.000000, 26.912011, 5.915859
27.000000, 26.925184, 5.924707
27.000000, 26.936777, 5.932506
27.000000, 26.941454, 5.935487
27.000000, 26.941624, 5.935313
27.000000, 26.941773, 5.935127
27.000000, 26.944272, 5.936597
27.000000, 26.946471, 5.937869
27.000000, 26.942881, 5.935071
27.000000, 26.945247, 5.936453
27.000000, 26.947329, 5.937647
27.000000, 26.956265, 5.943683
27.000000, 26.964128, 5.949008
27.000000, 26.971047, 5.953707
27.000000, 26.962141, 5.947283
27.000000, 26.954303, 5.941569
27.000000, 26.947406, 5.936478
27.000000, 26.958700, 5.944177
27.000000, 26.968639, 5.950977
